Text ID;Comment;Target;HS Level;;;;;;;;;
lrytas_sql_2765;Na jeigu tu toks pavyzdinga alzyrietis ir pamaldus musulmonas,tai jau nors nesikeiktum. O gal surinkai viska kas blogiausia: keikmazodzius ir islamizma?Pagal tave Allah akbar=supista?;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2765;Atsargiai su tais islamistais,ju mastymas kitoks,ir tolerantiskumo ten neiziuresi!Tik ,kai priremia tokios salygos,tai sypsosi,vaidina draugiskais,bet tik duok jiems laisve ,tai susuprogdins,net nesusimaste.;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2765;"turi 4 brolius ir 6 seseris!kas su Lietuvos demografija darytusi jai cia tokiu 1000 apsigyventu,dabar lietuviai su lenkais del raidziu aiskinasi,kai cia situ babaju privaziuos tai prisiminimas kaip tautines mazumos tik del raidziu triuksma kele bus malunus prisiminimas.Idomu kiek is cia komentuojanciu gyveno pvz.Londone musulmonu kvartale,ar Berlyne?galetu papasakoti kaip ""tokie""""praturtina ""sali....";Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2765;Koks mielas ir geras-tuoj gaus Sengeno viza isvaziuos i V.Europa prades visus islamo mokyti,sius pinigus teroristam.....kodel tos Palestinos valstybes ne viena arabu salis nenori?kodel Egiptas siena su Gaza kaip Berlyno siena uzdares....visiem ta Palestina reikalinga kaip pretekstas ant Izraelio loti,o dar vienos valstybes jokia arabu salis nenori,uztenka jiem ir savu problemu;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2765;Jis dabar mielas ir tipo visko mokosi,bet kai atsistoja ant abieju koju,tai parodo savo kas yra kas. Islamistai lieka islamistais. Jokiu uzuojautu ir pagalbu as tokiems nesiulyciau,juolabiau,kad mes patys basakoju tauta.;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2765;nemanau, kad labai gerai vežtis čia palestiniečius visokius ir kitokius musulmonus. jiems vieta artyimuosiuose rytuose. taip pat kaip kinams kinijoje, o juodaodžiams afrikoje. susimaišymas nieko gero neduoda. o priverstinė integracija tik sukelia konfliktus tarp tautų ir rasių.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2765;aik tu, skaiciau straipsni ir apsiverkiau, daugiau pas mus palestinieciu lai vaziuoja, daugiau, susimetam hebryte ant saibu ir atsivezam daugiau.... paskui skus mus Europos zmogaus teisiu Teismui kokie mes urodai katalikai, kad be galvos apdangalu i mokyklas vaiksto mergaites ir t.t. alah ahbar....;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2765;vaziuok i savo Palestina ir studijuok ten...ten galesi ir svajoti su savo hamas pasiemes korana...o Lietuvai tokiu kaip tu nereikia...nesugegat gyventi kaip zmones, tai kaip tarakonai i Europa lendat...o atvyke cionai ir negalite nurimti...;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2765;Tegul grįžta į savo išsvajotą Palestinos žemę.Nereikalingi Lietuvoje musulmonai.Žvalgas tikriausiai,paskui arabai kaip skėriai užplūs...;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2765;Lietuva yra maza salis ir yra labai pavojinga isileiti musulmonus, jie veisiasi kaip tarakonai, taip kad veliau neturetume problemu su tais islamistais...;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2765;Iki galo neskaitysiu,bet matau vaikinas niretu cia nutupti su savom pasleptom islamiskom tradicijom ir toliau jas skleisti,vesti lietuve,prigaminti musulmonu vaiku ....Man tai visai jo buvimas cia neatraktyvus. Varyk berniuk is kur atvares...;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2765;Nereikia čia musulmonų, tautiečiai neėdę tupi.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2765;kada šis vyrukas ką susprogdins ar nužudys? pas mus buvo CŽV kalėjimas, ar jis kartais neatvyko keršyti. atminkime Londoną , Niujorką , Madridą .USA kareivines tai vis musulmonų pralietas mekaltų žmonių kraujas. jei jų čia bus su ramiu gyvenimu galim atsisveikint. jų nuožmumą parodo atsisakymas pripažinti žydų valstybę ,kuri dėl jų gyvena nuolatinio karo sąlygom;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2781;Jei tu sugebi nors kiek mastyti, tai pagalvok, ka sakai. Kaip kazkada krikscionys sunaikino Romenu civilizacija, dabar musulmonai pasiryze tai padaryti su musu krikscioniskaja civilizacija. Jie zino, kad tai imanoma, nes jau buvo karta padaryta.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2781;"Sitas musulmonas ka tik baige medicinos mokykla ir tapo gydytoju. Uz moksla jam mokejo armija. Dabar, kai jau baige mokslus ir moketi nebereikia, pradejo ieskoti, kaip iseiti is armijos. Psichiatru jis buvo labai trumpai ir dar nespejo ""gydyti"" kariu nuo potrauminio streso. Jis, ko gero, tiesiog buvo eilinis teroristas.";Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2781;Atrodo, kad dauguma komentatoriu besalygiskai pritaria terorizmui ir sovietinio mentaliteto zmoniu zudymui pagal nuotaika. Kvaila ignoruot Achmadinedzado pareiskimus, kad jis i si pasauli atejo tam, kad sukeltu pasaulini kara ir ikurtu Pasaulini kalifata. Amerikonai yra paskutine kliutis tam. Ar tikrai pasiryze verstis i islama, uzdaryt moteris namie suvyniojus i skarmalus ir penkiskart per diena melstis Mekos link? Didvyris, saudantis i beginklius zmones?! Nuozmogos jus...;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2781;Pasirodo kad is tu jankiu ar,ir ju armijos tuscia vieta suprantama kodel Afganistane jie gauna .Paziurekim vienas psihas musulmonas toki kieki zmoniu.Na o Osetijoje JAV aukletiniai gruzinai pamate rusu kareivius mete tankus pabego .Nera dvasios tik pinigai, doleriai uz pinigus tokia ir armija .Kas duos daugiau doleriu uz ta ir kariaus tokie kareiviai .;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2781;"esme cia ne paciame islame, o jo tikejimo taikyme. juk is esmes krikscionybes idejos deklaruojamos kaip labai taikios, bet buvo ir inkvizicija ir amerikos uzkariavimas, o jau europos karai kariukai... ir viskas atseit uz tikejima, vardan dievo ir uz taika atseit.esme visgi zmonese, o kad arbabai dauguma islamistai tai jau taip yra ir nieko neadarysi, butu per kryziaus karus maziau ju zude, tai butu koks kitas tikejimas susiformaves, maziau priesiskas krikscionims ir kitatikiams aplamai. krikscionys irgi labai kraugeriski buvo pagonims ir uz zmones juos nelaike, netgi skatino ""velnio isvaryma"", bet net juokinga, kad Velines, Kaledos, Rasu sventes patapo atseit krikscioniskomis :D";Christian;Level 2;;;;;;;;;
lrytas_sql_2781;o tu isvis fruktas pasirodo, tai taskai sudais krikscionis, tai jau taskai sudais netikincius dievu (samoningai nesivadinu ateistu, nes tai irgi kaip tikejimas) tokiu koki ji vaidzuoja krikscionybe. ar tik nebus taip, kad as, kaip nelojalus krikscionis, daug uoliau laikaus tu krikscioniskojo dievo 10 isakymu, nei kazkoks apsimetelis, vis kitoj temoj sikantis ant visu kas tik JAM nepritaria, nors vienam komentare sika ant A, ir aukstina B, o kitam sika ant B, bet aukstina A. vnz gydykis, kol dar galbut imanoma! :D;Christian;Level 1;;;;;;;;;
lrytas_sql_2781;Tavo pritarima islamui galima pateisinti tik vienu, esi pedofilas.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2781;staciatikiai irgi krikscionys, kazkodel jie tampliejeriu ir kryziaus ordinu nekure,kardu ir ugnimi zmones i tikejima neverte kaip vatikanas, taip kad nepainiokit krikscioniybes ir katalikiskumo.;Catholics;Level 1;;;;;;;;;
lrytas_sql_2781;"kreivakrikscioni, berete, jei as netikiu krikscionybe ir nematau joje ""issigelbejimo"" tai nereiskia, kad butinai esu islamistas ar aplami kazkoks teistas. tokie argumentai, kaip ""kas ne sumumis, tas pries mus"" yra tik religiniu fanatu ar bereciu mastysenoje.";Christian;Level 1;;;;;;;;;
lrytas_sql_2781;"kreivakrikscioni, berete, jei as netikiu krikscionybe ir nematau joje ""issigelbejimo"" tai nereiskia, kad butinai esu islamistas ar aplami kazkoks teistas. tokie argumentai, kaip ""kas ne sumumis, tas pries mus"" yra tik religiniu fanatu ar bereciu mastysenoje.";Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2781;Nidalis Hasanas buvo giliai tikintis musulmonas ir nuolat lankydavosi mečetėje. Pilnas pasaulis babajų ir mečečių. Gal reikėtų juos visus draugiškai deportuoti atgal, iš kur jie ar jų protėviai kilę? Tai - ne rasinė neapykanta, o sveikas pragmatizmas. Ir babajus gali būti geras babajus, jei tyliai tupėtų savo Zasranistane.;Muslims (Islam);Level 3;;;;;;;;;
lrytas_sql_2781;nesutinku, jog baznycia aukstina piniga. Tradicine seima, pagarba partneriui, dvasines vertybes? Na bet morales neturinciam zmogui tebunie pinigas. Taciau! Ar ne geriau pinigas uz islamo propaguojama pedofilija? Zmonos musima? Daugiapatyste? Savizudybes del dievo{velnio}? Ar dievas {velnias} turi teise sukelti skausma aplinkiniams? Ar normalu, jog moterys ju bendruomeneje uzima zemesne vieta nei gyvuliai?;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2781;Ta musulmonu religija pati slyksciausia.Jie stabdo visa progresa.Aplamai i visas religijas perdaug rimtai nereikia ziureti.Vistiek kas ten yra,tikrai ne tas kaip mes isivaizduojam.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2781;Tenka daug bendraut darbo reikalais su musulmonais.Taip ,del svetingumo nera ka lygint ,priims svetingai,bet tik iki tol kol klausysi ju svaiciojimu.Uztenka nors kiek rimciau pasigincyt ir pabandyt irodyt savo kad ir akivaizdzia tiesa ,tu jau tampi nebe draugu.O jei dar paliesi tikejimo tema ,tapsi priesu.Kuri is religiju dar kviecia i Dzihada kara su kitatauciais.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2781;situacija cia tokia, kad kol gyvuoja skirtingos religijos, tol jos ir stengsis isnaikinti viena kita, kad ir kaip ten taikiai prisistatytu. Islamistai issiskiria is kitu gal tik tuo, kad kaikuriais atvejais maziau vynioja zodzius i vata, nors ir deklaruoja taikuma, gamtos saugojima ir t.t. bet nekuriais atvejais skelbia mirtina kova kitatikiams. nereikia pamirsti, kad pati kraugeriska krikscionybes praeitis ir atvede prie Islamo istaku, nes ziauriai ir beatodairiskai liejo arabu ir kitu tautu krauja. Idomiausia yra tai, kad ziauriausia priespauda ir didziausias isnaudojimas isigaletu kaip tik, jei pasaulyje isigaletu vienintele krikscionybe, nes ji vienintele isaukstina pinigo valdzia.;Christian;Level 2;;;;;;;;;
lrytas_sql_2781;yra pilna irodymu, kad krikscionybe prasiskyne sau kelia tik uzliejusi beveik visa pasauli kraujo upemis, ir jei ne arabu pasipriesinimas bei islamo gimimas, tai krauju butu uzlieti ir artimieji rytai ir visi rytai aplamai.;Christian;Level 2;;;;;;;;;
lrytas_sql_2781;"tik nereikia lialia, kad krikscionybe tai tiesu tiesa ir besalygiskas geris! faktas, kad bet kuris tikejimas laukia fanatiku, neretai skleisianciu tikejimo zodi net ir klasta bei krauju, tad kalbet apie islamo paklydimus, pamirstant apie krikscionybes nesvarumus, gali tik toks pat fanatikas, progai pasitaikius iszudysiantis visus kas tik nera besalygiskai pritariantis fanatiko ""tiesai"".";Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2781;"tik nereikia lialia, kad krikscionybe tai tiesu tiesa ir besalygiskas geris! faktas, kad bet kuris tikejimas laukia fanatiku, neretai skleisianciu tikejimo zodi net ir klasta bei krauju, tad kalbet apie islamo paklydimus, pamirstant apie krikscionybes nesvarumus, gali tik toks pat fanatikas, progai pasitaikius iszudysiantis visus kas tik nera besalygiskai pritariantis fanatiko ""tiesai"".";Christian;Level 1;;;;;;;;;
lrytas_sql_2781;O ko buvo galima tikėtis iš musulmono? Kiekvienas musulmonas yra potencialus teroristas, tik laiko ir aplinkybių klausimas kada jis tą potenciją realizuos.Vakarų šalys privalėtų prie karinės tarnybos nė per mylią neprileisti nė vieno musulmono. Nė vieno Maliko, Hasano, Abdalacho...;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2781;KOKIA ARMIJA JAIGU KIEKVIENAS KAREIVIS SVARSTYS AR VERTA KOVOTI AR NE. KOKIO VELNIO TADA EINI TU I KARIUOMINE SEDI NIEKO NEVEIKDAMAS IR GAUNI ATLYGINIMA UZ MOKESCIU MOKETOJU PINIGUS, O KAI REIKIA ATSTOVAUTI SALIAI TU ATSISAKAI. TAI KAM TU REIKALINGAS ARMIJAI, GAL EIK DIRBTI KITUR. PRAKEIKTI MUSULMONAI;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2790;Nereikia pamiršti, kad prie kubilinių atėjimo į valdžią aktyviai prisidėjo ir bažnyčia, kada juodaskverniai aktyviai iš sakyklų agitavo davatkas balsuoti už konservatorius.;Christian;Level 1;;;;;;;;;
lrytas_sql_2808;"ypač Valatka, LeoLT didvyris. Beje niekaip nubausti jo negalima už korupciją, teisėsauga jį labai saugo. Jaučiu pedofilinė. Kažkada su Ledo rūmais buvo. Oi kokių makaronų Valatka pakabino - taip saugojo ""teisingai"" pavogtą daiktą, kad jo ""visiškai"" teisngumas yra, matyt, tavo religijos pateptas.";Religious people;Level 1;;;;;;;;;
lrytas_sql_2809;JAV per paskutinius metus pedofilija apkaltinta 4000 katalikų kunigų, aukų apie 12 000, ar galite įsibvaizduoti?;Catholics;Level 1;;;;;;;;;
lrytas_sql_2809;Nesuprantu, kodėl visi nutyli, kad pedofilijos šaknys katalikų bažnyčioje. Beje, kad atlyginti aukoms teismų ieškinius, atrodo Amerikėje ta mylima katalikų bažnyčia net kažkokią lietuvišką bažnyčią aukcione pardavė......;Catholics;Level 2;;;;;;;;;
lrytas_sql_2811;nuo kada toje katalikiskoje Lietuvoje pateisinama neapykanta, nuosprendziai ir kaltinimai be teismo ir zudymas?;Catholics;Level 1;;;;;;;;;
lrytas_sql_2811;Ukrainoje irgi prasidėjo pedofilijos skandalas. Pasak vaikų motinos, jos buvęs vyras per apklausą papasakojo, kad orgijose ir grupinio sekso su vaikais metu Arteke dalyvavo Julijos Timošenko bloko deputatas Viktoras Ukolovas ir Umankso vyskupijos kunigas Vadimas Pajevskis. Paklausime teigiama, kad tyrėjai šių parodymų neįtraukia į protokolą ir netikrina.Nukentėjusių vaikų motina teigia, kad grupinio išprievartavimo faktą patvirtina medicininė ekspertizė, vaikų psichologų išvados ir liudininkų parodymai.Kodėl pas mus prokurorai slėpė šį nusikaltimą?Gal todel kad irgi aukšti politikai susiję?;Christian;Level 1;;;;;;;;;
lrytas_sql_2814;norim gyventi kaip musulmonai ,o ne kaip krikscionys,tai sprogdinkim ir zudykim ir darykim savo teismus,CIA KEDZIO FANU NUOMONE BUS DEMOKRATIJA,as nepritariu jokiem pedofilams,bet yra teisesauga ,kuri privalo vykdyti teisinguma,O jei ji nedirba turi uz tai atsakyti,o ne kiekvienas turi griebti sautuva ir pulti ji nuskriaudusi;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2814;norim gyventi kaip musulmonai ,o ne kaip krikscionys,tai sprogdinkim ir zudykim ir darykim savo teismus,CIA KEDZIO FANU NUOMONE BUS DEMOKRATIJA,as nepritariu jokiem pedofilams,bet yra teisesauga ,kuri privalo vykdyti teisinguma,O jei ji nedirba turi uz tai atsakyti,o ne kiekvienas turi griebti sautuva ir pulti ji nuskriaudusi;Christian;Level 1;;;;;;;;;
lrytas_sql_2835;Rusne, kiek Jums metu ir kokia Jusu profesija?Jus netikit ,kad teisejas gali buti prievartautoju ir tvirkintoju?O gal taip pat netikite ,kad kunigas gali buti tvirkintojas?Naivuole!;Christian;Level 1;;;;;;;;;
lrytas_sql_2852;1. Kai iteisinama iskrypeliu santuokos, tai ne evoliucijos tarpsnis, tai degradavimas.2. Savo tradiciju ir gyvensenos islaikymas yra stiprus koziris klestejimui vystyti. 3. Tolerancija religijai mes esame labai pakantus, isskyrus vienai - setono kultui islamui.4. Kodel tolerastams uzkliuvo iskrypeliai, juk istatymas ne jiems, o musu ateiciai- vaikams. Nepaisant to, jog istatyme normalus zmones taip pat minimi. Is musu puses ne puses zodzio protesto nera.5. Kas turi taikyti mazumos prie daugumos, ar dauguma prie keliu iskrypusiu protu? Isivaizduokit katina, kuris turi taikytis prie peles.. Iskrypeliai, babajai ir islamas velnio ismislas.;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2853;Kai ruskiai patys gaus smugi nuo tu alc*aidu-tada bus velu. Skydai gynybiniai Europai reikalingi ,mes irgi neisimtis. Visiskai normali musu vyriausybes vadovo reakcija. Pasaulis neramus. Musulmoniskasis-ypac.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2883;Jei teisybe raso 347, tai tikrai gailo Deivido. Bet reikejo kreiptis i teisma del merginos zaginimo, o ne uzmusti prievartautoja. Turi musu merginos saugotis musulmonu, nes jau spaudoje pasirode straipsniu apie grupinius musulmonu ispuolius pries europietes. Sypsosi jaunos merginos tamsiaplaukiams, kalbasi su jais, o ju vienas tikslas- ziureti i moteri kaip i grobi ir daryti su ja ka tik nori . Ju koranas taip skelbia. Tai ju galvelese uzprogramuota nuo mazumes.;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2883;taip jam dabar ira ipaisyta tycine zmogzudyste kadangi tas musulmonas mire,cia uk tau gali zmogzudyste pripaisyti jai zmogus ir 9men isgyveno o po to mire.bet dbr yra prasidejas bylos nagrinejimas ir renkama visa informacija kad permesti kaltinimus.ir pagal advokatus baristerius dideli sancai kad juos permes nes deividas buvo soko busenoj nes po dukros mirties buvo praeja tik 3savaites.kai tas vyras vel pasirode musu namuose.o tas musulmonas yra 2007metais sujimtas uz pasikesinima isprievartauti ne viena angle lietuve rase ant jo pareiskima,tai ka jis bande man padaryti man anksciau bande padaryti ir kitom;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2883;Irma, ir as jus abu labai palaikau, tu tik nesinervuok, linkiu teisingumo siuo atveju. Visada sakiau, kad musulmonai tarnauja setonui, laikykites.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2883;Irma, nusiramink ir nereaguok taip karstai i kiekvieno komentatoriaus plepalus. Tu tikriausiai geriausiai is visu cia komentuojanciu zinai kas is tikruju ten atsitiko. As pati uzsienyje gyvenu ir tiek as, tiek mano vyras nekenciam tu bezdzioniu babaju. Kad jie kiaules meslini ta tikrai zinau. Ne karta teko tuo isitikinti. Aisku, nepateisinu del uzmusimo, bet kad pamokyti toki debila reikejo, tai pritariu. Ir joks jis ne britas, o babajus. Gal kiti musulmonai sikniai pasimokys is istorijos ir isvadas padarys.;Muslims (Islam);Level 3;;;;;;;;;
lrytas_sql_2883;o musulmonas ejo ir eis is savo religijos zmogu.ka ten tas musulmonas prirases tai ten grynu gryniausia nesamone,nes jai ten butu tiesa advokatai ir baristerei nesakytu kad ju parodymai niekuo verti;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2883;aza nedaskaitei kad kabinejosi prie manes arba ne ta straipsni skaitej,juk snd pati buvau teisme ir daviau parodymus uz deivi,o tie musulmonai aplamai nieko gero nepasake,ju parodymai buvo niekuo verti;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2884;o tu šikniau, tai jau padorus, išgama. Visi katalikai, kalti ar ne, kunigėliai.;Catholics;Level 1;;;;;;;;;
lrytas_sql_2928;Čia jau vieša paslaptis, kas dedasi seminarijose. Ir kiek jau iškyla į viešumą apie kunigų tvirkinamus vaikus.;Christian;Level 2;;;;;;;;;
lrytas_sql_2928;"O baznycia tai isvis neturetu egzistuot, visi sventikai turetu kaliuzese put. I kunigus eina tik lengvu pinigu istroske, gyvena nemokedami mokesciu, su ""seimininkem"" arba vaikus tvirkina. Melagiu, sukciu, ir iskrypeliu gauja ta tavo baznycia. Jie ir susibure, kad zmones nebutais dalykais prigasdintu, kad paskui valdyt galetu.";Christian;Level 2;;;;;;;;;
lrytas_sql_2928;Aha, štai tikrasis dievobaimingas katalikas prabilo (nieko nuostabaus, prisiminkit visą kruviną krikščionybės istoriją). Na ir agresyvumas, matyt nuo bažnyčioje matytų vaizdų taip sužalota psichika, kad tokia neapykanta liejasi.Dar klausimas ar tokie agresyvūs tėvai gali išauginti neagresyvius vaikus? Čia jau ir jokie draudimai ir cenzūros nepadės. Bet ir tai galima sutvarkyti. Manau kitas Vyriausybės žingsnis šia linkme turėtų būti - prieš duodant leidimą gimdyti vaikus, tėvams priverstinai turi būti tikrinama psichika - ar normalus, ar neagresyvus, ar dorai ir tautiškai auklės savo atžalą. :DDDDDDD;Catholics;Level 1;;;;;;;;;
lrytas_sql_2928;nzn kaip vaikas supranta ,kad yra gejus .tikriausiai per tikejima -kristus ir apastalai ,baznycia- kunigas,zakristijonas ir t.t viena vargse marija nesugebejo atvest ju i doros kelia .o kaip as supratau kad man reik tu ir tu irgi nzn .ale kaip dabar jie seimo posedzius transliuos ,juk zilinskas netradicinis ,o ateis koks seimunas ir prades fantazijas skleist (juk buvo biski padauginusiu) siaubas kokis tai;Christian;Level 1;;;;;;;;;
lrytas_sql_2929;"Ar G, Liaukevičienė atstovauja Evangelikų reformatų sinodą RIRŽUOSE, ar savamokslio A. Kvedaravičiaus grupelę Vilniuje, kuri apie religiją neturi supratimo, nes nėra baigę jokių teologinių mokslų. NORĖTUME, KAD TAI REDAKCIJA PAAIŠKINTŲ: KURIUOS PROTEGUOJA ""LIETUVOS RYTAS"".";Other Christian;Level 1;;;;;;;;;
lrytas_sql_2929;Geri tie Reformatai ir protingi. Tai ne katalikų davatkynas. Pavyzdys Seimo narys Gražulis;Catholics;Level 1;;;;;;;;;
lrytas_sql_2931;Tik nesikreipkit i jokius teismus. Tas įstatymas labai geras. Pagal ji per TV nebus galima transliuoti iki 23 val. katalikiškų mišių, bo ten valgomas kūnas ir geriamas kraujas....O t teo vampyriukai juodom sutanom. Uždarys jus konservatoriai kaip sovietu religiju igaliotinis....;Christian;Level 1;;;;;;;;;
lrytas_sql_2954;ta religija issigimus;General;Level 1;;;;;;;;;
lrytas_sql_3026;"O!!!!!! Izraelio kvailys- "" religijos"" skyrelyje metus laiko vaidinantis "" daktarėlį"" jau "" išlipo"" į kitą skyrelį!!!!!!!!!!!! Garsink žyduk Izraelį savo kvailumu, garsink- protėviai tau bus "" dėkingi"" .";Jews ;Level 1;;;;;;;;;
lrytas_sql_3027;air frans arabu musulmanu negru firma netik tases vage bet ir sudinom rankom gamina ir taiso supuvusius degraduojancius lektuvus;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_3083;KUNIGAS SUSIRADO PAGUOSTI TURTUOLI,BET AR KUNIGAS SUSIRADO ,NETURTUOLES ,KURI ZUVO SU BUTKEVICIU SUNUMI ,ARTIMUOSIUS?MAN TAI SLYKSTUS TOKIE STRAIPSNIAI...KUNIGAI IR UOSTO PINIGUS...TODEL IR EINA LIETUVELE ,ZEMYN...UBAGU KUNIGAI NEPAGUODZIA...DDDD;Christian;Level 1;;;;;;;;;
lrytas_sql_3085;Jie nusavindavo turtą iš bažnyčių bei didžiųjų žemvaldžių ir nužudydavo skolintojus. manau cia gera idea;Christian;Level 1;;;;;;;;;
lrytas_sql_3093;vokietijoje, bet nesugebejo perprasti musulmonu klastos, melo, pavydo ir t.t? Kelis metus vazinejau pirkti automobiliu y vokietija, dazniausiai teko bendrauti su turkais. Nenormalus melagiai, aferistai ir visa kas blogiausia galiu priskirti jiems. Beje moteris uzliuliuoti jie moka:);Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_3093;ale tokio ir yra vertos tokiu alybabba mustafa maharadzia ciurbanadzia tfu bl slykstu apie tokias ir girdeti ko jios vaziuojia i tas krikscioniu salis ,tegul varosi tiesiai y ta sava babayna turkijia albanijia ciurbanijia ir gales dziaugtis kai macharadzia ar mustafa parves jiom dar kokias 3 ar 4 bobas :-) pridarys pusiau lietuviuku babajiuku sumaisys kraujia tyaip ir isnyks krisksioniskas tikejimas nes musulmonai skverbiasi kaip virusas i europa;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_3093;Lietuvaites nesusidekit su tais ciornazopais melagiais,tie asljobai babajai visi kaip vienas pisa smegenis,gerbkit savo gymines geanelogini medi,prisidirbe su islamistais vaiku nukertat savo gymines medi vienu kirciu,nepasiduokit globalistu stumemai misrunizacijai .;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_3093;"Nesuprantu, Vokietijoje gyveno, o nuzude musulmonas turkas... . O tai gal geriau reikejo vaziuoti i Turkija, jei turkus taip mylejo? Zinoma jai ir nuzudytosios artimiesiems uzuojauta, bet pasiulymas dar gyvoms prostitutems, jei gyvenate vakaru salyje, bet draugaujate ne su vietines tautybes asmeniu, ne su emigrantu lietuviu, tai kokio velnio jus lekiat i vakaru salis, TADA LEKITE TIESIAI TEN KUR GYVENA JUODASIKNIAI KARSTAKOSIAI SU JUODAIS PIMPALAIS KIAULES MUSULMONAI - I PIETUS IR PIETRYCIUS, KUR GYVENA JUSU MYLIMO, MYLIMOS TAUTOS ATSTOVAI, O NE ""BLOGIEJI"" VAKARIECIAI!";Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_3093;YDOMU KAS BUTU AR GALITE VISI APIE TAI PAGALVOTI KURIE AINATE UZ jia ,KAS BUTU JAIGU MUSLIMU BOBOS AITU SU LIETUVIAIS VYRAIS ,TAIGI JIE UZMETYTU SU AKMENIMIS UZ ISLAMO ISDAVYSTE VOT TAIP MIELIEJI;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_3093;Kai dulkinosi su babaika tai ambasados nereikejo ot beprotes bobos.o Kiel tokiu valkatu yra priima islama o vyrui jos yra tik Mesa pisama per abu galus.kaip slykstu matyti gatveje grazia balta moterk ir smirdinto juoda babaika ot prie ko privede europa;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_3093;baisu komentarus skaityt :D,baisu ziuret kaip jus su juodasikniais musulmonais susidedat,cia tai baisu,dar syky ozkos pasiskaitykit korana tikras musulmonas neves kitatautes!nu bet aisku geriausia buitine technika balta :D,jus tik tam jiems ir reikalingos pramogai :D;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_3093;Uzuojauta artimiesiams. Tai dar viena pamoka naivioms lietuvaitems, kurios niekaip nesuvokia, kad su musulmonais nereikia prasigeti, nes jie besmegeniai;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_3093;to 356 teisybe sakai \kiti musulmonai tai pat daro savo grasinimais net savo zmonai taipat buna\mes esame katalikai ir kitokios kulturos o merginos nezyno musulmonu kulturos kaip reikia su jais elgtis \isivaizduokit susidraugavo ir visiems laikams bus savo cia musulmonai taip galvoja\o cia kiekviena zmogus turi teise su kuo gyvent ar zenytis o ne grasinimais\cia nei zmona dar gasdina nesamone kazkokia \jeigu jinai nenorejo toliau draugaut matyt suprato koks jis yra \keistas tas gyvenimas zemeje \o turko nuotrauka iskart matosi sudo vyro snukis per daug naglas vaizduoja kietu jis terorystas kam jam sautuvas reikalingas ar butina saut merginoms ar taip nemoka mustis gerai kad galva nenupjove;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_3093;Tiems, kurie gina babajus:Jeigu tokie va turkai ir nėra musulmonai, tai mažų mažiausiai paveikti islamo dėl tėvų, aplinkos ir pan. O ten moters žeminimas - visiškai suprantamas dalykas. Dėl to ir jų ego tokie dideli ir negali pakęsti, kai moteris juos palieka. Būkit protingos, moterys, ir netikėkit jų žadamais aukso kalnais ir nesižavėkit vien dėl tamsaus gymio. Dauguma jų tiesiog ir tenori pasinaudoti tuo.;Muslims (Islam);Level 1;;;;;;;;;
