Text ID;Comment;Target;HS Level
lrytas_sql_671;Ka jus tautiecei cia savo neissivysciusi prota rodote.Kai vadinama savanaudziu KRIKSCIONIU KONSERVATORIU apsisikusi ir dar daugiau prisikusi partija balatiravosi.Ar pamenate ju pries rinkiminius sukius?O kai atejo i valdzia, viska pamirso ir griebesi kurti ir tvirtinti savo gerove, kure sunkmeciu naujas ministerijas, kur sauke kad jos nekainuos nei vieno cento.O dabar kas gavosi?Prisirinko visisku neismaneliu komanda, apsoliuciu bukagalviu, kurie visiskai nieko neismano ekonomikoje.Tai pradejo apiplesineti VAIKUS, SENELIUS INVALIDUS, ir vistiek jiems niekas nesiklijuoja.Kubilius kaip ir Lansbergis neiesko protingu ismananciu zmoniu, bet iesko jiems politiskai palankiu kaip Kreivys ar Simonyte bei Semeta.Tautiecei, sita valdzia ateme is jusu visk GARBE ORUMA ZMONISKUMA, parduoda valstybe.O jus vis tikite kad esate laisvi.?Na jus ne GRAIKAI, nesukilsite, bet uz tai jus NIEKAS, a tiesa sunauja ir runkelei, stai kas jus tik likote, tovarich comcomolec.;PP_TS-LKD;Level 1
lrytas_sql_671;Ka jus tautiecei cia savo neissivysciusi prota rodote.Kai vadinama savanaudziu KRIKSCIONIU KONSERVATORIU apsisikusi ir dar daugiau prisikusi partija balatiravosi.Ar pamenate ju pries rinkiminius sukius?O kai atejo i valdzia, viska pamirso ir griebesi kurti ir tvirtinti savo gerove, kure sunkmeciu naujas ministerijas, kur sauke kad jos nekainuos nei vieno cento.O dabar kas gavosi?Prisirinko visisku neismaneliu komanda, apsoliuciu bukagalviu, kurie visiskai nieko neismano ekonomikoje.Tai pradejo apiplesineti VAIKUS, SENELIUS INVALIDUS, ir vistiek jiems niekas nesiklijuoja.Kubilius kaip ir Lansbergis neiesko protingu ismananciu zmoniu, bet iesko jiems politiskai palankiu kaip Kreivys ar Simonyte bei Semeta.Tautiecei, sita valdzia ateme is jusu visk GARBE ORUMA ZMONISKUMA, parduoda valstybe.O jus vis tikite kad esate laisvi.?Na jus ne GRAIKAI, nesukilsite, bet uz tai jus NIEKAS, a tiesa sunauja ir runkelei, stai kas jus tik likote, tovarich comcomolec.;PV_Politician;Level 1
lrytas_sql_671;Ka jus tautiecei cia savo neissivysciusi prota rodote.Kai vadinama savanaudziu KRIKSCIONIU KONSERVATORIU apsisikusi ir dar daugiau prisikusi partija balatiravosi.Ar pamenate ju pries rinkiminius sukius?O kai atejo i valdzia, viska pamirso ir griebesi kurti ir tvirtinti savo gerove, kure sunkmeciu naujas ministerijas, kur sauke kad jos nekainuos nei vieno cento.O dabar kas gavosi?Prisirinko visisku neismaneliu komanda, apsoliuciu bukagalviu, kurie visiskai nieko neismano ekonomikoje.Tai pradejo apiplesineti VAIKUS, SENELIUS INVALIDUS, ir vistiek jiems niekas nesiklijuoja.Kubilius kaip ir Lansbergis neiesko protingu ismananciu zmoniu, bet iesko jiems politiskai palankiu kaip Kreivys ar Simonyte bei Semeta.Tautiecei, sita valdzia ateme is jusu visk GARBE ORUMA ZMONISKUMA, parduoda valstybe.O jus vis tikite kad esate laisvi.?Na jus ne GRAIKAI, nesukilsite, bet uz tai jus NIEKAS, a tiesa sunauja ir runkelei, stai kas jus tik likote, tovarich comcomolec.;PV_Pro-Russian;Level 1
lrytas_sql_671;"komsomolcas kasparas ( nikas ""kasparas"" aišku nuo kremliovskos KASPERVIZIJOS šaunuoliškai veikusios sausio 13) taigi komsomolcai kasparas su walatkine klika ir peleckiais Lietuvą slavų okupantams parduoda,ant lietuvių šika ir tuom labai patenkinti. O varšavos fašistai su kremliaus tovariščiais labai patenkinti, kad walatkiniai-peleckiai Lietuvą naikina";PV_Eponyms;Level 1
lrytas_sql_671;Konservatoriai (iš pradžių dar būsimieji) Lietuvoje buvo strigdomi nuo 1991m. sausio mėn. Strigdė prunskienė staigiu kainų pakėlimu ir jedinstvai bei sovietų kariuomenei preteksto veikti davimu. Strigdė AT veiklą Sąjūdžio skaldymu 1992m. Už tai nestrigo partijos turto (ir komjaunimo organų!) prichvatizacija. O kai buvo užtikrinta, kad organai funkcionuotų taip „kaip reikia“, tada natūralu, kad niekada nestrigo ir galingu srautu liejosi 1990m. kovo 12d. pradėtas smegenų plovimas kodiniu pavadinimu „istorinė klaida“. Po tokio nestringančio smegenų plovimo jau neturėjo stebinti, kad 1992m. konservatorių planus įstrigdė AMB ir jo partija, tuo įgydama galimybes išplėsti savo „kompetencijų“ ekonomikos („prichvatizacijos“) srityje pritaikymą ne tik partijos ir komjaunimo turtui, bet ir visam valstybės turtui... Taigi, konservatoriai įstrigdyti, plovimą vykdo organai, tad mūsų valstybėje viskas gerai ir dabartine būkle labiausiai patenkinti turėtų būti partijos ir komjaunimo palikuonys ir jų ištikimas elektoratas, kurio smegenų konservatoriai taip ir nesugebėjo aptikti, pasiekti ir praplauti...;PV_Communist/USSR;Level 1
lrytas_sql_671;Konservatoris,ar socdemas visteik tik du idijotai.;PP_TS-LKD;Level 1
lrytas_sql_671;Konservatoris,ar socdemas visteik tik du idijotai.;PP_LSDP;Level 1
lrytas_sql_671;maximinių rajone prismaugta trylikametė. Kadangi turtingas maximinis prismaugė, vadinasi kalta prismaugtoji. Kadangi valatkinius nukrapštė nuo valdžios šie politrukiniai maximiniai/valatkiniai kaltins kažką kitką, o gi kitą vagių ordą - konservinius. Ir koks idiotas nori tokioje šalyje gyvent. Dzimokratija tak skzac.;PV_Eponyms;Level 1
lrytas_sql_671;maximinių rajone prismaugta trylikametė. Kadangi turtingas maximinis prismaugė, vadinasi kalta prismaugtoji. Kadangi valatkinius nukrapštė nuo valdžios šie politrukiniai maximiniai/valatkiniai kaltins kažką kitką, o gi kitą vagių ordą - konservinius. Ir koks idiotas nori tokioje šalyje gyvent. Dzimokratija tak skzac.;PP_TS-LKD;Level 2
lrytas_sql_671;Savivaldybių rinkimuose išvis tokių dalykų neverta net minėti. Iš pelno mokesčių tik 1 mlrd į biudžetą įkapsi. Reikia rinkos vidaus mokumą didinti - tada ir pelno mokesčiai duos daugiau į biudžetą. Progresiniai mokesčiai prašyte prašosi, bet tas Tomahaukas niekaip nesupranta. Pašalpa socialinė 350, minimali alga 800, o maksimali alga 190 000. O Tomahaukui neapsimoka dėl keliasdešimt milijonų įvedinėti progresinius mokesčius. Geriau plėšti pensininkus ir tuo būdu mažinti rinkos mokumą:)). Žiūrėjau dienoje balsavimus savivaldybių rikimuose. Pirmavo kaip nekeista Zuokas, bet paskui už Alekną beretininkai pradėjo aktyviai reikštis. Du lyderiai iš visų kandidatų. Taip kad šviečiasi abonento sugrįžimas:)) Laurinkus labai nykiai atrodė pas Savukyną ir argumentai skysti. Taškas;PV_Conservative;Level 1
lrytas_sql_671;Supratau, kad komentare siekiama vieno- duokit valdžią socdemams ir viskas bus gerai. Komunistai be vAldžios, kaip višta be lęsalo.;PP_LSDP;Level 1
lrytas_sql_671;walatkiniai dirba varšavos nacistams ir lenkų oligarchams , o peleckis dirbą kremliaus tovariščiams . KOKS TARP JŲ SKIRTUMAS? JOKIO. Tarp KOMSOMOLCŲ- walatko ir peleckio- jokio skirtumo ir nėra. Abu jie- ANTILIETUVIŠKAS GAIVALAS;PV_Pro-Russian;Level 1
lrytas_sql_671;walatkiniai dirba varšavos nacistams ir lenkų oligarchams , o peleckis dirbą kremliaus tovariščiams . KOKS TARP JŲ SKIRTUMAS? JOKIO. Tarp KOMSOMOLCŲ- walatko ir peleckio- jokio skirtumo ir nėra. Abu jie- ANTILIETUVIŠKAS GAIVALAS;PV_Eponyms;Level 1
lrytas_sql_678;Gerai loji, tapšnoriau volotkinai. Almax tau išrašys arbatpinigių.;AC_Political activists;Level 1
lrytas_sql_682;amzina megztuju beretku liga.savo nepilnavertiskumo kompleksa bando isgydyti juodindami kitus.;PV_Conservative;Level 1
lrytas_sql_683;Dabar vėl Tapšnotojo gerbėjai ims kelti galvas.;PV_Eponyms;Level 1
lrytas_sql_683;Jei Pakso klanas būtų likęs valdžioje, Lietuvoje dabar būtų tokia padėtis kaip diktatoriaus valdomoje Baltarusijoj. Ačiū Dievui laiku susiprato išspirti paksistų klaną iš valdžios. Gal ir per griežtas sprendimas buvo, bet svarbu kad teisėtas ir reikalingas.;PV_Eponyms;Level 1
lrytas_sql_683;Na konservatbolsevikai, paciulpkite dabar... kinkos jau dreba?;PP_TS-LKD;Level 1
lrytas_sql_683;ot kad 5-oji kolona sujudo :);PV_Pro-Russian;Level 1
lrytas_sql_683;paksius dabar linksmai tapšnos;PV_Politician;Level 1
lrytas_sql_683;Penkta kolona turi sedeti kalejime-ir sitas paksius-tapsnius taip pat!!;PV_Politician;Level 2
lrytas_sql_683;sikit i kelnes konservai;PP_TS-LKD;Level 1
lrytas_sql_684;jei kubilius ir konservatoriai bus valdžioj, jie pensijų iš vis nebeduos,nes jiems didžiausi priešai yra pensininkai ir kt. socialiai remtini žmonės;PP_TS-LKD;Level 1
lrytas_sql_684;kaupt pensija , kad senatvej gautum didesne , yra daugiau nei naivus , kaup nekaupes ja VISVIEN ARBA ATIMS ARBA NACIONALIZUOS KONSERVATORIAI , kad dabar gerus atlyginimus gautu ir bankuose uzsienio pasidetu senatvei.;PP_TS-LKD;Level 1
lrytas_sql_687;Autorius -politologų šutvės narys -demonstruoja -pavadinkim taip -neįtikėtiną naivumą - JIS DAR KAŽKO TIKISI IŠ KONSERVATORIŲ - kurių gyvenimo tikslas -plėšimas siekiant praturtėti , o protas - žemiau medūzos. Palikit juos ramybėj- lai jie paisto ,ką nori ...;PP_TS-LKD;Level 2
lrytas_sql_687;Dar kartą įsitikinu kad konservatoriai stabiliausia ir profesionaliausia partija, runkelių auditorijai rašantys diletantai žurnaliūgos daro žalą nestabiliausiai visuomenės daliai. Pritariu 59. LRytas siekia destabilizuoti visuomenę ir norit kad per sekančius rinkimus paleckiukai ar paksistai ateitų? Kokia ateitis su tokiom partijom? nėra jokios atsakomybės žiniasklaidoje, juk jūs darote įtaką didelei nesubrendusios visuomenės daliai.;PV_Eponyms;Level 1
lrytas_sql_687;Dar kartą įsitikinu kad konservatoriai stabiliausia ir profesionaliausia partija, runkelių auditorijai rašantys diletantai žurnaliūgos daro žalą nestabiliausiai visuomenės daliai. Pritariu 59. LRytas siekia destabilizuoti visuomenę ir norit kad per sekančius rinkimus paleckiukai ar paksistai ateitų? Kokia ateitis su tokiom partijom? nėra jokios atsakomybės žiniasklaidoje, juk jūs darote įtaką didelei nesubrendusios visuomenės daliai.;PV_Pro-Russian;Level 1
lrytas_sql_687;"grybauskaitė ir lukašenka- vienos poros batai. vakar grybauskaitė pati prisipažino kad ji valdo ne NORMALIĄ VALSTYBĘ- o OLIGARCHŲ, KORUPCIONIERIŲ ir BANDITŲ taip vadinamą ""valstybę"". Taip ir lukašenka nėra normalios valstybės vadovas.BATKA- KGBistų režimo valdomos diktatūros FIURERIS ar STALINAS ar TURKMĖN BAŠY, ar PUTINAS. Bet kas tik ne normalios šalies normalus prezidentas. Akivaizdu, kad Grybauskaitės-Kubiloidinis režimas jau dabar perima BATKOS VALDYMO ĮPATYBES . Nenustebim jei lietuva taps Bėlaruskos Batkos tokios Lietuvos MATKOS diktatūros šalis su lietuvišku KGB tarnaujančiu grybauskaitiniams -kubilliodiniams režimui. Kubiloidų- grybauskaitės KUMYRAS -BATKA-mielai pasidalins patirtimi ir paskolins savo baudžiamuosius MIRTIES ESKADRONUS skirtus susidoroti su Grybauskaitinio- Kubillidinio režimo priešais. Ne veltui grybauskaitė šitaip trokšta panaikinti vizas kruvino Batkos režimui. Tuomet MIRTIESESKADRONAI - drąčsiai ir be jokių vizų galės važinėt iš Baltarusijos į Lietuvą., ir žudyti nepatenkintus kubiloidų režimu. Tuo labjau , kad Batka laisvai galės steigti slaptus kalėjimus Grybauskaitinėje Lietuvoje ( juk Batkos kalėjimai tai ne kažkokie JAV ) o IR PAČIOS lIETUVOS mATKOS PRIEŠAI BE JOKIŲ VIZŲ mirties eskadronų BUS IŠVEŽAMI Į bALTARUSIJĄ";PV_Politician;Level 1
lrytas_sql_687;man tas Ciulde su savo vapaliojimais ir madingu konservatoriu kandziojimu pats yra tikras kretinas. apsikabink idiota palecki ar apsitapsnojusi pakseli ir ciuozki ciuozki... zinai kur;PV_Politician;Level 1
lrytas_sql_687;"v.landzbergis skaitomas kaip neuzversta knyga - ir visada toks buvo; pagrindinis tikslas nusisneketi, tai - nukreipti demesi nuo temos epicentro - d.grybauskaites ipirstos politikos; kitais zodziais tariant, kol politoglotai (jokios cia klaidos nera) versis viens per kita irodinedami, ar lukasenkos tai darbeliai, ar putino, niekam nerupes, kas prisidirbo is tiesu; d.grybauskaite - konservatoriu statytine ir kartu su jais suokia vienu falcetu - tiktai kurcias to negirdi - tai vieni imasi iniciatyvos, tai kita; tauta apkvailinta - reiskias, tikslas pasiektas - simbioze pasiteisino ...";PV_Politician;Level 1
lrytas_sql_694;Arturas Laveckis, Tomas Virbickas, Romas Vaicekauskas ir kt. . . . Ar tai rusiškos pavardės ? Debile tu su prišikta berete . . . Demokratija ! Isikišk i šikną tokia demokratija kokia yra LT.;PV_Conservative;Level 1
lrytas_sql_694;Prie seimo suimti vien rusai.Tai užaugo jedinstvennikų vakai.Galima pagalvoti,kad tiems išmatoms labiausiai rūpi demokratija ir tvarka Lietuvoje.Mažai gavo visi ir Vilniuje ir Minske.Kas bus,jeigu kiekvienas debilas pradė viską daužyti;PV_Pro-Russian;Level 1
lrytas_sql_696;nuo kada komunistai butkevičius ir mazuronis tokie pamaldūs tapo?;PV_Politician;Level 1
lrytas_sql_702;468. LIETUVIS, gaila, kad tokie lietuviai, kaip tu, kaip #466 ir kiti Tapšnotojo mylėtojai dar nepabėgo iš Lietuvos. Visiems būtų geriau, o visų pirma - jums patiems.;PV_Eponyms;Level 1
lrytas_sql_702;Aha, aha valatkininkai... sutinku su tavimi kad, Snoro bankas, socialdemokratai, darbininkai, liberastai ir Algirdo Paleckio gauja labai geidziami stiprinant vakaru demokratija Lietuvoje :);PP_LSDP;Level 1
lrytas_sql_702;Aha, aha valatkininkai... sutinku su tavimi kad, Snoro bankas, socialdemokratai, darbininkai, liberastai ir Algirdo Paleckio gauja labai geidziami stiprinant vakaru demokratija Lietuvoje :);PV_Eponyms;Level 1
lrytas_sql_702;Aha, aha valatkininkai... sutinku su tavimi kad, Snoro bankas, socialdemokratai, darbininkai, liberastai ir Algirdo Paleckio gauja labai geidziami stiprinant vakaru demokratija Lietuvoje :);PP_LS;Level 1
lrytas_sql_702;Aha, aha valatkininkai... sutinku su tavimi kad, Snoro bankas, socialdemokratai, darbininkai, liberastai ir Algirdo Paleckio gauja labai geidziami stiprinant vakaru demokratija Lietuvoje :);PP_Other;Level 1
lrytas_sql_702;Jiokios demokratijos mes ir neturim,cia yra tik akiu dumimas,o jei konkreciai puvantis issigymstatis feodalinis zydo masonu kapitalizmas.Ir jeigu mes nepradesim ir net negalvosim ka nors keist,tai niekas niekada ir nepasikeis ,kol musu galutinai neuzgenocidins tokiisgamos kaip kubiloidai;PV_Eponyms;Level 2
lrytas_sql_702;ko jūs konservinei vagys draskotės,jei jūs debilai jau prisidirbot iki ausų,jus kart maža šliundros,kada jūs nustosit meluot,kodėl latvijoj pensijas grąžino,o kubiliusloja ir kažką kažkuo vadina,lyg jo boba neturi firmų ir lyg jis nelaužo įstatymų,kada baigsis šis bardakas;PP_TS-LKD;Level 2
lrytas_sql_702;Matytis,kad tapšnotojas su stebuklingu tualetiniu popieriumi jums užpakalius šluosto.Nieko nepadarysi.Artėja rinkimai,todėl žiurkės užuodusios tualetinio popieriaus kvapą ir lenda iš savo urvų.;PV_Politician;Level 1
lrytas_sql_702;"Nebalsuosime nei už konservatorius, nei už socdemus - jau ""privaldė"" jie. Nereikia ir Agurkycho, nei kitų. Pamąstykime, ir nuspręskime.";PV_Politician;Level 1
lrytas_sql_702;Nereikia kreipt dėmesio į nestabilios psichikos šūdų tapšnotojo kalbas. Žmogeliukas nori sulaukti liumpenų ir visokiausių runkelių dėmesio prieš savivaldybių rinkimus. Ir ne daugiau.;PV_Politician;Level 1
lrytas_sql_702;Paksius man dar negražino skolos.Aš netapau prezidento patarėju.Todėl dabar tvarkiečiai būtinai turi laimėti rinkimus ir paksius turi būti Vilniaus miesto meras.Liaudis sako,kad Vilniaus miesto meras, tai ketvirtas žmogus vastybėje.O aš busiu jo pirmasis patarėjas.Kam kas neaišku.Todėl nustokite burnoti ant paksiaus ir visi balsuokite už tvarkiečius.;PV_Politician;Level 1
lrytas_sql_702;paxui ir jo tapšnotojams pasaulyje vaistai dar neišrasti, diagnozė - gaila, bet liga tik progresuos;PV_Eponyms;Level 2
lrytas_sql_702;Vadas Tapšnotojas visai nupušo! Grįžkime į Antikos laikus, išsirinkime Paksių ir būsime laimingi. Tiesa, neužmirškime ir jo Sančos Pančos Mauzuronio!;PV_Politician;Level 1
lrytas_sql_704;ar kubilius durnas ar aklas,kaip jis negirdi ir nemato,kad jo ir konservu niekas jau ne to kad nemegsta,bet ir nekencia;PP_TS-LKD;Level 1
lrytas_sql_704;Mažai džiugi diena komjaunuoliams.Juk norėjosi kitko,butaforinių socialdemokratų ir tapšninių gazosvarščikinių pergalės.DEja,deja.;PV_Eponyms;Level 1
lrytas_sql_704;O tiek Kubiloidas kniso prota, kad ekonomika gereja, brendam is krizes... Faktas, bet mes dar vis gylioj krizej ir kol kas dar ilgam.;PV_Politician;Level 1
lrytas_sql_704;Po tokiu konstatavimu: SALIN KUBILIAUS VYRIAUSYBE!!! PO SEKANCIU RINKIMU NE VIENO KONSERVATOREIAUS TIEK SEIME TIEK SAVIVALDOJ!!! LIETUVA BE RAUDONOJO KONSERVATBOLSEVISMO.KONSERVATORIU PARTIJA- RAUDONUJU BUROKU PARTIJA.;PP_TS-LKD;Level 3
lrytas_sql_709;atene prota, kaltina rusus. Dievas su mumis ,o ne su kubiloidai Jus istiks dar smarkesne Dievo bausme. Dievas islaisvins mus nuo apsimeteliu, o is tiesu tautos okupantu;PV_Eponyms;Level 1
lrytas_sql_709;o tai kaip mes galim kartu susijungti ir priesintis kai toki isminciai kaip tu isvaziuoja i airijas toletu plaut ir is ten ,apsimete dideliais patriotais ,nurodineja ir patarineja kas yra musu priesai,kaip mums gyventi,kada mums juoktis,kada verkti.Ne rusai yra mums priesai,didziausias musu priesas sedi seime,es parlamente ir visas kubiloidinis svalius.;PV_Eponyms;Level 1
lrytas_sql_711;Gandonalizai Rice pasake opozicioneriai -ar nejokingai skamba,bet sifilinuotom beretem nesvarbu jie nuo degradavimo faktu nepriima ir blaiviai nemasto;PV_Conservative;Level 1
lrytas_sql_712;Ne pardavinejimo valandom mazinamas alkoholizmas, o darbo vietu sukurimais.. perduokit kas nors sia zinia seimunams, nes jie akivaizdziai prate atsakinet i klausymus 'kaip' (kaip issprest problema) be 'kodel' (kodel kilo si problema). Komunistai prakeikti..;PV_Communist/USSR;Level 1
lrytas_sql_715;arba konservai arba ju zmonos apsidirba,arba kitus apsika kregzdes ir tai pastoviai.;PP_TS-LKD;Level 1
lrytas_sql_715;Logika juk paprasta, konservatbolsevikai, ir ju pateles jaucia, kad ateina valdymo pabaiga, po rinkimu bus prarastos pozicijos, tai dabar masiskai griebia kas papuole.;PP_TS-LKD;Level 1
lrytas_sql_715;mat kubiloidui nesmagu,o kada jo uosviene dare machinacijas su vionuolyno pastatais ,tada jam buvo smagu .Visi jus sukciai.;PV_Politician;Level 1
lrytas_sql_722;Aš jo vietoje tikrai mesčiau tą šūdo gabalą. Tegul beretnikai tapšnojasi su juo. Gal gerkles vienas kitam persiplėš su tais veltėdžiais.;PV_Conservative;Level 1
lrytas_sql_725;simtas procentu ,kad tavo zalupa daugiau buna kaskieno uzpakaly negu tavo sumyztuose tusikuose,nes kaip isttrauki is kokio,tai tuoj puoli pasigirt komentaruose. grynas lohas,asilo berete. bek pauostyk kokio meslo ir pulk atrasinet,laukiam,pazvengsim.;PV_Conservative;Level 1
lrytas_sql_734;ka reiskia nacionalistines idejas propaguojantis???, tai ka mes prie ruso buvom juodai nacionalistiniai, o ka nusipeza nusmurge komunisteliai;PV_Communist/USSR;Level 1
lrytas_sql_734;šiaip,tai Rusijos aukštuomenė niekada neturėjo nieko bendro su komunistiniais mutantais,kurie labai dažnai reiškiasi ir šio portalo puslapiuose.Gaila,kad komunistiniai banditai beveik visą ją išgalabijo.Rusija jau senai netekusi savo tikro tautos žiedo . Liko beveik vien tarybiniai.Gal duos Dievas ir stebuklingai ji atgims?;PV_Communist/USSR;Level 1
lrytas_sql_736;Kas po tokio skandalo dės pinigus naujame Snore ? Atsiimsiu indėlį , ir nė pažiūrėti į tą pusę nenorėsiu . Tegul Šimonytė toliau svajoja , tai nedraudžiama ... Nors iš konservų galima sulaukti ( ypač prieš rinkimus) parduoti Snoro infrastruktūrą už 1 litą SEB ar DN ... Turime juk Mažeikių pavyzdį .;PP_TS-LKD;Level 1
lrytas_sql_738;Ar iki viršaus prišikai savo beretę, samdytas chalujau?;PV_Conservative;Level 1
lrytas_sql_738;zydpalaikio ozbergio sutve pagyvens per ateinancius ir tiketina paskutinius genocido metus.Jai jau ribojama parama partijoms tai konservatkomuniagos isprende sia problema pagal batkos Lukasenko patirty.Paprasciausiai nacionalizavo banka su daug pinigu.Jus,vergai,nesijaudinkit,jus ir toliau dirbsit uz dyka,o rinkimai su tiek finansu jau laimeti!!!!!!!!!;PP_TS-LKD;Level 1
lrytas_sql_739;Na prasideda priesrinkimines KONSERVATORIU konvulsijos.Baime netekti daug visko ir is leto,tad pradeda pamazgu pylimo apatiniu isnesimo i pavirsiu.Kubiliaus sutve nori susireiksminti,parodyti kokie jie atsidave tautai kokie jie skaidrus.Na as manau kad cia tik dar ziedelei?Konservatoriu agonijos karstlige dar pasirodys visu grazumu visiskai pries pat rinkimus.Na ka cia bekalbeti,Tauta mato ir Tauta spres.Na o LIETUVOS koksai teisingumas,mums aiskinti jau nereikia,matome zinome jauciame.;PP_TS-LKD;Level 1
lrytas_sql_739;Švarščiko aiškinimai labai naivūs, atseit, be jo žinios chebra vartė milijonus. Nu netoks tas maskoliukas.;PV_Politician;Level 1
lrytas_sql_744;mus valdo seni maskvos koloborantai ir pakalikai,toks kaip ir pats valatka,jug tie komunistai niekur nedingo tik isverte skuras vaidina lietuvos gelbetojais o patis dirba maskvai alina Lietuva ir jos piliecius.taip kad valatka visi zino kad tu KGB adentas ir artimas lanzbergio spaliukas!!!;PV_Communist/USSR;Level 2
lrytas_sql_744;mus valdo seni maskvos koloborantai ir pakalikai,toks kaip ir pats valatka,jug tie komunistai niekur nedingo tik isverte skuras vaidina lietuvos gelbetojais o patis dirba maskvai alina Lietuva ir jos piliecius.taip kad valatka visi zino kad tu KGB adentas ir artimas lanzbergio spaliukas!!!;AC_Political activists;Level 1
lrytas_sql_748;ar tu langu ploviklio ykales ar beretė perkaito kad taip nusišneki;PV_Conservative;Level 1
lrytas_sql_748;"As paorganizuosiu jums 185 ir 186 tuoj :-) Manot kad jusu komentaru niekas nemonatorina. Per proxy Lietuvoje tupedami varot. Drasus arba kvaili. Ka veiksit prie Seimo?! Pluosta pasiulymu atgabensit ar langus vel dauzysit ir savo pijoku armija guminiu kulku mesmalei paleisit?! Autobusais matai jie dar atvarys. Pestute. Ten ziu ir alkis aplankys. Tada garsiai rekt galesit: ""Duok desros Kubiliau, a to zastreliu suka ple"", ane. Pas komunista Kirkila ir tovarisc Bulocnaja vaziuokit. Jie viska istranzilino Baltijos TIGRO metais. Dabar JUSU gi Draugysteje tupi su sustauskais taksistais ir kavute siurbcioja, pjautuvas ir hujis organisation kurejai";PV_Communist/USSR;Level 1
lrytas_sql_749;Ir kaip po tokiu straipsniu ryto krepsininkai stebisi , kad ju nemegsta visoje Lietuvoje. Kiekviena diena po straipsni ant Sabonio ar apie Romanova. Kada jus isdvesite komunistines lervos ?;PV_Communist/USSR;Level 2
lrytas_sql_750;keista,kad sitas gaidosas ne konservatorių gaujoje,nereikėtų tada stomai kalių ieškot,gaidiškus komplementus pliurpt.;PP_TS-LKD;Level 1
lrytas_sql_750;Lietuvoje yra 2 partijos konservų ir Socdemų, likusieji yra tik klapčiukai, parsiduoda už minkštesnę kėdę ir balsuoja taip, kaip liepia anos dvi. Konservatorius matom, kaip jie runkelių nemėgsta, tai RUNKELIAM patariu , balsuokit už Socdemus.;PV_Pro-Russian;Level 1
lrytas_sql_756;Stai prie ko priveda kurvu kubiloidu valdymas , tai kas dabar visvien rusai kalti , atsakykit prakeikti koncervatoriai .;PP_TS-LKD;Level 2
lrytas_sql_759;"Na, jei M. Leika ""ikando"" Kalifornijos Berkeley University, tai jums cia visiems su komentarais truputi pasislepti - ten pakliuna tik labai perspektyvus ir su daug smegenu. Sitas ekonomistas kalba labai aiskius ir teisingus dalykus, kurie daromi visam civilizuotam pasauly, bet, zinoma, jie nera poluliarus. Daug baisiau, kai taupymo ir ekonominiu perliuku imasi Qbilas su Simonyte. Autoriui: siena su Rusija kontrabandos nesustabdys, nes ichtiandrai permeta maza jos dali, didziausia kontrabanda keliauja paciu oficiliausiu marsrutu, korumpuotam pareigunui atidarius uzkarda. Nemokamu mokslu beveik neturi likti, o rektoriams su 200.000Lt metine elga ir nesildomom audtorijom tureti buti surastas siberijos tremties analogas . Sveikatos apsaugoj oi kaip reikia reformos, nes niekur nera taip lengva imituoti paslaugos, kaip konservatyvioj medicinoj - atejo babyte, daktarelis apklause, surase ir byra is biudzeto milijonai lyg is kamino, nes babytes eina pasisneket su daktareliu kozna menesi kaip i baznycia, nors niekas nesikeicia menesiu menesiais. Jei uz vizita reiktu sumoketi bent 2 litus, garantuoju, nereikalingu apsilankymu sumazetu perpus. Nekilnojamo turto mokestis? - oje, labai papildytu biudzeta, kolkas galetu buti ivestas turintiems daugiau nei viena busta. Dekui uz straipsni.";PV_Politician;Level 1
lrytas_sql_761;dar paklausiu, kad suprastum, kad nusikalbejai - o tarybu metais kas uzdirbdavo? ir kiek? ir kur dirbi? kalbi nuvalkiotais sabloniniais kaltinimais, atsibodusiais sakiniais ir stereotipini mastyma demonstruoja - gaila, kad raudono runkelio. ir tiek. as gyvenu taip kaip ir visi gyvena, paprastai, bet man uztenka. badu nemirstu. jei esi gal koks bemokslis - tai tau tik sedet ir suda malt belieka. garbes uzsimanei? garbe 'uz partija ir komjaunima' nebeduodama jau? reik paciam but doram ir darbsciam, kad zmones gerbtu, neuztenka zenkliuka prisisegus vaiksciot? tarybu metais va tokiems kaip tu norintiems tukti vis neuztekdavo, kaip ir dabar - va tokiems kaip tu. kurie sako viena, o daro visai kitaip. ne raudonas jis matai...ir pazymesiu - as uz tautininkus, o ne uz tavo mylimus koncervus.nes bloga reklama - irgi reklama, runkeli.;PV_Pro-Russian;Level 1
lrytas_sql_761;Komunistas ir tarnaite.Patriarchas ir tvartelis.Jie ir ju vaikai,kaip sudai,vandenyje neskesta.Nekenciu as ju visu.;PV_Communist/USSR;Level 1
lrytas_sql_761;Komunistas ir tarnaite.Patriarchas ir tvartelis.Jie ir ju vaikai,kaip sudai,vandenyje neskesta.Nekenciu as ju visu.;PV_Politician;Level 1
lrytas_sql_761;nei as beretininkas, nei siknetininkas. pabodai, runkeli. pasiimk bambali ir mars miegot, netersk eterio ir nevaryk nesamoniu.;PV_Pro-Russian;Level 1
