text,Americans,Arabs,Belorussians,Caucasians,Central-Asian,Chinese,Dark-skinned,Indian,Japanese,Jews,Koreans,Latvians-Estonians,Lithuanians,Mexicans,NA,Other,Other-African,Other-Asians,Other-European,Palestinians,Poles,Roma,Russians,Ukrainians,Canadians
"jau geriau RUSAI, nei kokie turkai, albanai ir tada paplis kanakistanas.",,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
jau geriau kroatams pralosht nei supistiems KACAPAMS I KLYNA GAUTI ... EINA NACHUI,,,,,,,,,,,,,,,,,,,,,,,1.0,,
"jau geriau nigeris su issilavinimu, negu prasmires nuo pachmelo ir intelekto nesuzalotas litovcas. patriotai mat atsirado. I pacius toj pacioj europoj kaip i nigerius ziuri.",,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
"jau ka ka bet geriau uz vokieti,negu uz cigona sirgti....",,,,,,,,,,,,,,,,,,,,,,1.0,,,
"jau man vis geriau laizyt juoda negro siknaskyle nei bulbaso nesluostyta subine, negrai daugiau rubliu duoda , o jei dar kitaico palaizau ar arabo tai jums pasilikusiems lietuvoje oi kaip toli iki mano ilgu rubliu",,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
"jauciu dauguma irodineja priesingai nei mano is tikro, kad pasukti reakcija i asaru puse ir susilaukti uzuojautos. tipiskas zydiskas veikimo principas. musk ir rek, kad tau skauda krumplius",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"jav zydijos diplomatams dabar labai apsimokes rasyti e-mailuose visokius pletkus apie savo priesus,nes tai isviesins WikiLeaks ir visi silpnaprociai lensburgistai tuo tikes ir toliau zavesis zydija.",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"jei butu laimeje vokieciai, jie tikrai nebutu iszude lietuviu, kaip cia skiedzia daugelis komentatoriu. ju pagrindiniai taikiniai buvo zydai ir komunistai, o lietuviai nebuvo nei tie, nei tie. lietuviai, anot vokieciu, buvo arijai, taigi grynakraujai. nera net abejoniu, kad gyventume daug geriau, jeigu butu laimeje vokieciai",,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,
jei i jusu darzha kaimynas pradetu shikt ? neduotumet jam snukin ? lygiai taip pat pasielge ir izraelis! nereikia cia kisht pagiezhos zhydukams(pats ju nekenciu).bet jie yra teisus!,,,,,,,,,,1.0,,,,,,,,,,,,,,,
jei ka tik du kanalus laikinai sustabdė tu gudročiau.,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"jei laiku ir atidziai butu istirta byla, gal neturetume dabr to ka turim. bet viskas tik ,, gal,,",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"jei leistų rinktis, aš važiuočiau į Majami.....",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"jei mergaitės tėvai kalti, tada kalti ir 6 mln žydų nužudytų per WWII tėvai. Jie juk irgi buvo neatsargūs. Taip supratau.",,,,,,,,,,0.0,,,,,,,,,,,,,,,
"jei mes nebežinom kaip elgtis, gal nukopijuojam didžiųjų ES valstybių patirtį, kaip jie rašo mažumų pavardes, pav. prancūzai, vokiečiai . Tada mūsų mažumos gales skųstis ES",,,,,,,,,,,,,,,,,,,0.0,,,,,,
"jei taip pasiilgot komunistinio rojaus galit varyti i kokia siaures koreja,nusiraminsit,juk toki azijatiskai-rusiska roju nori jusu rusiska siknaskyle parvezti...",,,,,,,,,,,,,,,,,,,,,,,1.0,,
"jei tik tokios problemos butu,Donelaitis is vis rase rasmenimis pusiau lenkiskomis,pusiau rusiskomis,o koks didis meninkas buvo:)",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"jei tu bestuburis,tai tau bet kas gali isplaut smegenis. Normalus zmogus skiria pelus nuo grudu :)",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"jeigu Ukrainieciai nori tai tegul eina i Rusijos sudeti, ten..Ukrainoje didziulis skurdas niekas nenori pragyventi visa savo gyvenima tokiame skurde",,,,,,,,,,,,,,,,,,,,,,,,0.0,
"jeigu buciau dievas, padaryciau kad nei vienas vaikas nesirgtu ir nekentetu niekada",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"jeigu iki savaites galo reikalai nepageres,muitne perims Lenkijos muitinikai...",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"jeigu jis kovojo su ukrunaciais kartu,tai jis turejo gristi tik grabe,bet deje,pabego is karo zonos apsisikes i kelnes,ir dabar pizdelina etery vejus.",,,,,,,,,,,,,,,,,,,,,,,,1.0,
"jeigu ne ukrainiečių kova, tai mes jau būtume išvaryti iš savo namų ir keliautume Sibiro link gyvuliniame vagone, na išskyrus tuos, kurie sutiktų kolaboruoti",,,,,,,,,,,,,,,,,,,,,,,,0.0,
"jeigu nieko nesupranti ne tik apie istoriją, bet ir apie dabartinį pasaulį tai geriau visai patylėk, nes atrodai visai kvailai.. teko dar prieš keletą metų pabendraut su eiliniais ukrainiečiais, tai jie kaip ir lietuviai didžiavosi kad kažkada turėjo bendrą valstybę su Lietuva, o ne su kažkokiais mongolų palikuonim, šiandien jų teigiamas nusistatymas Lietuvos atžvilgiu dar labiau iššaugo, nes lietuviai juos palaiko jų kovoje su putlerio pašlemėkais..",,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,
"jeigu pradetumet rasyt apie visus kas issiskiria tai nebutu vietos kitom naujienom. Zmones net nezino kas jis per vienas, tai kam rasinet tokius briedus. Man tai keista kaip jis is vis ja galejo vesti, juk zydams galima tik su zydem zenytis :DDD ar jis tipo cia uzsimaskavo, kad nezydas? Tada reikejo jau ir pavarde pasikeist del pilnos konspiracijos. Negi geda buti tuo kuo esi?",,,,,,,,,,0.0,,,,,,,,,,,,,,,
"jeigu sako kad blogas' tai reiškia buvo geras. Dažniausialabiausiai juodinami ne oponentai, o konkurentai.""",,,,,,,,,,,,,,,0.0,,,,,,,,,,
jeigu sunku suvokti tai ir reikia ispradziu suvokti o ne reikalauti mirties bausmes.,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"jeigu taip būtų parašyta apie žydus, tai jau būtų iškelta baudžiamoji byla už tautinės neapykantos kurstymą. Bet kadangi apie arabus, tai, manau, mūsų teisėsauga tiesiog nekreips dėmesio.",,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,
"jeigu yra teises yra ir tam tikros pareigos, jeigu tik pareigos- tai vergove, o jei tik teises- tai tironija. nereikia is muses ispusti dramblio, nieks ten tu vaiku siaip saui neatimineja. lengva kitus vadinti, iskrypeliais ir prietrankomis, kai pats neisigilini, nemastai, nesupranti, tik paloti gali ir baimes, bei isterijas skleisti",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"jeigu zydai užeitu į Gaza ? Jie ten visad užeina . Pilna armijos su šautuvais. Čia nekelk tik zydu į padanges ,šaudo jie ir į vaikus ,ir į moteris . Į 2 metu vaiką kokiu tikslu reikia šauti pavyzdžiui ? Į kitus šaudo,nes jie meto akmenis . Armija ten diena 24 valandas ,kai tavo vaiką nušaus kažin ką tu sakysi.",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"jezustumano ,buna ir ten karviu ir pajuodeliu babaju kraste stebuklu...",,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
"ji daug metu nebedirbo televizijoj,dirbo tada kai NTV mir buvo nepriklausoma ir jai vadovavo NTV direktorius Evgenijus Kiseliovas,pagarba tam zmogui, db.jis nebenori buti net rusijos pilieciu jai zinot.Jus nepamenat tu laiku kai NTV sauke pagalbos,sake mus meta,spaudzia,tuoj uzdarys,nepamenat daug kas is cia komentuotoju aisku,gal gime dar nebuvot.O paskui NTV pasidare tokia pati kaip Rosija rtr,1 kanalas,visi zurnalistai ir direktorius ir mitkova isejo. Db.jie grizo,kad skleisti propoganda,mitkova grizo visai nesenai,gal pries pora metu.Jus zinot,kokia ten organizacija NTVmir db.Nezinot?Kiseliovas pasake:dirba tik patriotai kurie lojalus putinui ir valstybei,atlyginimai milziniski.Todel ta pati mitkova db.sneka taip,jai pasako valdzia.Atsisake medalio jos reikalas.Kodel visa lenta.ru atsistatydino,su direktore ir visais zurnalistais virs 70,kai jie biski parode ne taip kaip mato putinas viska ir kaip nori Ukrainoj.Zmogaus pasirinkimas,garbe,arba pinigai .Tik tiek.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
jie juk tokie pat gyvuliai 😂😂😂,,,,,,,,,,,,,,,1.0,,,,,,,,,,
"jie ne tik prisipazino,kad ivykde teroro akta,bet ir rengesi plikom rankom pasmaugti batka,pas baltarusius visi prisipazista,jei reikia",,,0.0,,,,,,,,,,,,,,,,,,,,,,
"jie save pristato kaip armija jugo vostoka , gerai ginkluoti , į Luganską atvyko šarvuočių kolona , panašu kad gali būti panaudotas specnazas atrodo kad mūšio gali ir neišeiti išvengti , o tai gali sukomplikuoti ir taip ne kokią padėtį .",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"jis toks mielas diktatorius, neima pyktis visai, atrodo lyg jo ir nebutu visai.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"jo - visi legaliai dirbdami gaudavo vienodas algas [kuriu tikrai neuztekdavo normaliam pragyvenimui]. Todel beveik visi voge, kombinavo ir spekuliavo, tai vadindami saziningu darbu. Tik tokiu atveju galedavai eiti i 'dolerine' ar i turgeli ir pirkti kas patiko. Arba laukdavai paskyros - masinai, atostogoms Kryme, naujam magui ar dar kokiam tarybiniam s...",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"jo jo pritariu,lietuviams tik dirbt dirbt dirbt kaip juodnugariams,kokie cia sventimai gali but.sugalvojo mat jaunimelis nepriklausomybe svest.Klausimuks,ar cia nepriklausomybe,kai Lietuvoj zmones net nepriklausomybes dienos negali pagerbt.Ot tai iskovojimas,ot tai issilaisvinimas....",,,,,,,,,,,,,0.0,,,,,,,,,,,,
"jo jo... naikintuvo radaras tolygus AWAC. Net jei ir mato"" tai ka? gal lektuvensio dydzio objektus? Ps su-34 bombonesis.""",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"jo jos tik patalyne skalbe, nes labai jau panasios i skalbejasD",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"jo juozai, matai, kad ner kam be taves ..:D",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"jo, maskoliaus darbas.paeme uz keusu koki nusinarkasinusi, mokanti piesti ir lietuviskai siek tiek ir sukure protesto akcija. O jus, londono lietuviai, issiaiskinkit, kas tai tox ir pasistenkit, kad daugiau taip nebutu, jei nenorit kad lietuviskuose portaluose an jusu varytu.kitaip gausit su byta ir an jusu uk portaluose pradesiu varyt.fu pavargau, ainu degtineles ikalt i lasinukais suditais su juoda LIETUVISKA duonele beigi rudmesele marinuota is labanoro misku uzkast :))))pavydit, emigrai?",,,,,,,,,,,,,,,,,,,,,,,1.0,,
"jokių svetimšalių .. Nebent FRANCE svetimšalių legioną , kur ir tarnauja dauguma LT piliečių",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"jokių teisių ir rezoliucijų teroristams.Su savo toms teisėmis jau susišikome.Žiūrėkite kiek musulmonų priviso Europoje ! Jeigu mes to nesustabdysime,tai taip pat bus ir Europai kaip Izraeliui.Su savo tarptautinėmis teisėmis užsičiaupkite.Teroristai nesilaiko jokių žmogiškumo normų.Ir mums nėra ko jiems taikyti tokių normų.lenk medį kol jaunas.",,1.0,,,,,,,,,,,,,,,,,,,,,,,
jomajo virš 200 tūkst lenkų lietuvoje... iš kur čia tiek tų šlikštynių prisirinko???,,,,,,,,,,,,,,,,,,,,,1.0,,,,
"jooo Giedraiu, sake gi mama- mokinkis, skaityk.... bet matau nepaklusnus buvai vaikis...😉. O dabar lenda sitos spragos..😃😅",,,,,,,,,,,,,,,0.0,,,,,,,,,,
ju neturetu but rusu zemese? gal parodyti kiek jankiu galvarezu musulmonu salyse? va cia tai bespridelas...,1.0,,,,,,,,,,,,,,,,,,,,,,,,
"juden raus. Nesuprantu, kokio velnio sitiems zydams usa dave palestinieciu teritorija po antro pasaulinio ir kodel europoj. Galejo pas save indenu rezervatuose apgyvendint, ar tai afrikoj, be to ir azija visa yra, sibiras neapgyvendintas visai.",,,,,,,,,,1.0,,,,,,,,,,,,,,,
juk ne romai o čigonai,,,,,,,,,,,,,,,,,,,,,,1.0,,,
"juoaks ima i litofcu golodrancu,ležbe komunistka ir tatos mokine nu i nx",,,,,,,,,,,,,1.0,,,,,,,,,,,,
juodas populizmas--- dar babaju desanta isodino Lietuvoj-kuria cia graudzias istorijas apie armenus- Lenkijos sostinej tukstanciai tokiu pseudo vargsu.,,1.0,,,,,,,,,,,,,,,,,,,,,,,
"juodukai patinka storulems,nes turi birkas 8 coliu. 2 per plaukus, 2 per taukus, 2 per skura ir 2 i rura :))))",,,,,,,1.0,,,,,,,,,,,,,,,,,,
juoka kelia tokie hario poterio ir co. (ale nato) pasiskraidymai ant senu sluotu. kur tie nato buvo kai ploksciuose SU27 nukrito? :D,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"juokas ima is komentaru,nu dveskit is pavydo isikaskit sau i rura del to kad rusui nieko negalit padarit,o kiek lietuvoij tokiu bulves pasejo uz savaites tas pacias nukase nes est neturi ko,esme ta kad ten mokesciais neapkrauna debilai jus,o jus uz ora greit mokesit",,,,,,,,,,,,,1.0,,,,,,,,,,,,
"juokingiau negali būti, praeina konkursą be jokių patikrinimų? Asmens anketos nepildo? Tada didžiavyriai dievagojasi, nustemba nežinojo.Lietuva, kur tu eini?",,,,,,,,,,,,,,,0.0,,,,,,,,,,
jus matet kainas? bloomberg.com/energy/,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"jus nezudot tik vagiat ariju vaikus ir gaunat is zydu atlygi o jie juos aukoja savo paschai,o is esmes jus est viena ir ta pati parazitine gauja galima sakyt esat kraujo broliai.",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"jus sudlenkiai.lenkiskos kurvos,slektos,sudlenkis ne zmogus ,o profesija,jus net ne tikri lenkai o gudu nuopisos",,,,,,,,,,,,,,,,,,,,,1.0,,,,
"jus visa laika laukiat straipsniu zeminanciu,juodinanciu ir niekinanciu rusija,tada esat patenkinti...,o cia straipsnis,lyg smugis i pasirdzius!!!! isgerkit valakardino ar valerijono laseliu nes rusijos zemes ukis ir visa ekonomika kyla kaip ant mieliu...",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"jusu profilio nuotrauka daug ka pasako apie jus... man neidomu ka dare ir daro amerikonai, as zinau ka pridare mano seimai vyzakojai... baisesnes tautos uz mongolu totoriu palikuoniu, sunku zemeje rasti... patys mesle gyvena, ir nori , kad kiti taip gyventu....",,,,,,,,,,,,,,,,,,,,,,,1.0,,
"jūsų kišamas Left šūdas, mano nuomonės, kad spalio 7 d. buvo įvykdytas žiaurus teroro aktas, nepakeis. Su “barbarais” reikia šnekėti “barbarų” kalba. Kaip tai yra daroma Ukrainoje. Sutinkate?",,,,,,,,,,,,,,,1.0,,,,,,,,,,
"ka babajus gali zinot apie ziema o tuo labiau apie pingvinus? geriau patyletu,o ne protinius 'sugebejimus' rodytu...",,1.0,,,,,,,,,,,,,,,,,,,,,,,
ka jums tie rusai padare baisi runkeliu tauta,,,,,,,,,,,,,1.0,,,,,,,,,,,,
"ka reiskia leido? matesi, tai ir ziurejo. dabar per inetus ir palydovine nors ir visa pasauli ziurek. prie ruso uztai negalejei panorejes i kita miesta gyvent issikelt - darba galejai gaut tik su vietine registracija, o tai buvo didele problema, jei neturejai geradares tetules us pakankamu gyvenamu plotu. matyt jaunas esi nezinai kokia vergove tada buvo. o jei jau sugebejai turtus prichalturint, tai nebuvo kur tu babkiu det, volga, namas, sodas. viskas. tai buvo lubos ka galejo mesos kombinato vagis paiekt savo gyvenime.",,,,,,,,,,,,,,,,,,,,,,,0.0,,
"ka ten tie litovcai, gerai cia komentaruose atsiskleidzia emigracijos drumzles - pavydo ir shudo prisigere. visada paskaitau sios autores straipsnius ir spaudziu jai ranka uz blaivu poziuri ir nevyniojima i vata.",,,,,,,,,,,,,1.0,,,,,,,,,,,,
"ka tik ziurejau per RTVi kanala laida Ypatinga nuomone.Tai ten buvo daug rusu klausimu ,kodel Putinas nevaziuoja svesti i Kryma ir atsakymas buvo ,kad Putinas bijo vaziuoti i Kryma ir bijo isvaziuoti is Maskvos ,nes jau yra nemazai nepatenkintu jo ta visa politika ir Vakaru sankcijomis.bijo palikti sosta ,bijo ,kad ji gali nuversti.Kaip puiku.Pagaliau patys rusai ji nuvers.Tai jau visaginieciai gali patyleti Putino neprisikvies.Be to kalbejo ,kad ir Sibiras gali atsiskirti ir Kaliningradas nori prie Vokietijos prisijungti.Nuostabu.",,,,,,,,,,,,,,,,,,,,,,,0.0,,
kacapas ir Paryziuje kacapas,,,,,,,,,,,,,,,,,,,,,,,1.0,,
"kacapus ir bulbasus vilioja geros pasipraktikavimo salygos.Jokios atsakomybes!Kokie tie musu istatymai,nusigaravims!",,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,
"kad JAV skolos rastelius perka ir Kinija (viena didziausiu turetoju, 8% JAV skolos), Rusija, ir tt - salys, kur nera ir greitai nebus jokiu JAV baziu :))) O be to JAV vertybiniai popieriai yra vieni patikimiausiu. Tai garantuotas budas uzsidirbti, ir tik durnas ju nepirktu realiai :)) Ir kas per kvailas lyginimas skolos ir valiutos?... JAV anksciau buvo daug maziau skolinga, ir turejo ta pati doleri, ir situacija buvo lygiai ta pati :)) JAV skolas grazina is biudzeto, kuri surenka per mokescius, kurie gaunami is pramones, zemes ukio, ir tt. Prie ko cia doleris isvis?... keista teorija mazu maziausiai. labai geras pavyzdys yra Euras. Niekas beveik neatisksaitineja Euru pvz uz nafta. Kodel nezlunga ES? :) lygiai taip pat nezlugs ir JAV. Ir ka reiskia JAV nieko neturi?... JAV su Kinija pirmauja pagal gamyba pasaulyje, yra didziausia zemes ukio produkcijos gamintoja/eksportuotoja pasaulyje, turi stipriausia moksla, didziausius nauju technologiju sektorius, puikia infrastruktura, ir tt. tai yra JAV ekonomikos pagrindas, o ne doleris, ar karines bazes.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kad Lietuva lenda be muilo amerikonams aišku jau nuo tų metų, kai jie mus vadavo' , o rusas to vadavimo pasėkoj trėmė į Sibirą. tik Lietuvos valdžia atsistojusi tarnauju pozoj be jokios savigarbos galėjo vienašališkai panaikinti vizų rėžimą visokiems juodašikniams, o patys stovėti su ištiestais dokumentais ir su nuolankumu akyse JAV amsadadoj laukti, kad tas juodašiknis teiktųsi atkreipti į tave dėmesį ir suteiktų loską nuvykti į macdonaldiją. spjaunu aš į tas amerikas, šikdamas atsuku savo užpakalį į jų pusę lai paspringsta su savo ta bevize laivės sergėtojai( mano akim pasaulio cerberiai)",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
kad amerikonais negalima pasitikėti. Būtų labai gražu - Lietuvos pilietė atstovaują Rusiją.,1.0,,,,,,,,,,,,,,,,,,,,,,,,
kad būtų atvirkščiai??,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kad darbavosi jankių samdinių privati karinė organizacija Greystone.Matyt NATO pakaitalas tiems atvejams,kai susitarimai neleidžia NATO įvesti oficialiai.Tokia ta maidano demokratija.",1.0,,,,,,,,,,,,,,,,,,,,,,,,
kad darbelio neteks,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kad gali, nes NATO mums yra ne svetima, o sava kariuomenė, todėl Lietuvos Konstitucija ir leidžia.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kad ir kaip nesibaigtu visas tas cirkas ukrainos zmonems tai ne i nauda, USA pati siknoj sedi, o pries rusus tiek prilojus nelabai ko ir tyketis jie gales",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
"kad lietuviai uz siluma moka brangiausiai Europoje.Man visiskai tas pats,tegul tos Rusijos ir visai nebuna,man svarbu kaip gyvenu as.O gyvenu chuj.....,ir dzin man visa propaganda,ir pagyvenusios ponios sypsena!",,,,,,,,,,,,,0.0,,,,,,,,,,,,
kad lietuviai zude zmones kitose salyse nieko?,,,,,,,,,,,,,1.0,,,,,,,,,,,,
kad pabalsavus pagal tave butina ir komentara palikti? :D,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kad parašo tai parašo :) pavadinime ruošiasi, straipsnyje: Iš dalies tokia veikla interpretuojama kaip pasiruošimas kariniams veiksmams arba ginkluotai :)) iš dalies ... interpretuojama ... žurnalistai, žurnalistai .... :)))",,,,,,,,,,,,,,,0.0,,,,,,,,,,
kad prisileido to juodo šūdo.,,,,,,,1.0,,,,,,,,,,,,,,,,,,
"kad rusai Karaliaučiuje prisimanevravo, Lietuva bus prikimšta NATO lėktuvų,technikos ir bazių, dar ir baltarusiai gaus į dantis už savo durnumą, kad įsileido rusų lėktuvus.",,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
kad rusai perspejo kad korejieciai neturetu nuostoliu.,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,
"kad sita interviu dave ne Usas. Tik kelios nuotrupos paimtos is jo zodziu. Ka, ar jau jis isidarbino tyreju, kad bylas segioja, apklausineja zmones? Kas cia per daugiskaita - ""mes ta darom, mes ta darom""... Is zodzio ""siansas"" galima itarti, kad kalbejo ruselis, koks nors Kokosha.",,,,,,,,,,,,,,,,,,,,,,,0.0,,
"kad tegul pirmiau isvalo visa europa nuo muslimizmo,nes prisileido nasarnyku,kuriuos balti zmones maitina o tie gaidosai savo teisybes kocioja.Savo muslamijoj jie patys uzdustu,tik reiketu jiems tam padet,kuo nezinau,bet manau,kad hemikalai tai yra geriausias budas.Amara reik naikit hemikalais,jai nepervelu?",,1.0,,,,,,,,,,,,,,,,,,,,,,,
"kad tik nenutiktų kokia visiškai netikėta avarija toje rusų didelėje kariuomenėje, sutelktoje prie Ukrainos, o tai žiū - sužinosim, kad dėl neaiškių priežasčių pačios iššaudė rusiškos raketos ir išmušė 1/3 visos armijos su visa ginkluote. Teks tada vakarams siųsti savo ekspertus ir specialistus, kad eilinį kartą gelbėti Putiną bėdoje, kaip buvo su KURSKO avarija ... O Barakas Obama sakys savo komandai - na .. aš juk jam sakiau - 10 kartų perspėjau, pats asmeniškai skambinau ... jis netikėjo. Štai ir nutiko nelaimė ... gaila žinoma, bet ... jis juk turi suprasti, kad taip aš jį gelbėju nuo dar didesnės nelaimės. Nes KARAS - būtų nelaimė mums visiems. O ši avarija"" nutiko labai laiku, kad ir kaip skaudu būtų ...""",,,,,,,,,,,,,,,,,,,,,,,0.0,,
"kada Volkov ukrainietis, o ne rusas, a?",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
"kada baigsis šitos nesamonės, kokią teisę, lenkai turi ko nors reikalauti....yra ir kitų tautų, kaip antai , azarbaidžianiečiai, gruzinai, ukrainiečiai, ir daug kitų geros valios Lietuvai, tautų, kodėl tik šitie lietuvių niekintojai irengėjai, reikalauja sau išskirtinių teisių, nenusileisti jiems ir tiek....",,,,,,,,,,,,,,,,,,,,,1.0,,,,
"kada dasus ,kaim nusluota ta Sirija visus situos nuo zemes??? Gaila,kad Hitlerio nera greitai sutvarkytu sita reikaliuka.....",,1.0,,,,,,,,,,,,,,,,,,,,,,,
kada išviso buvo skelbiamas šitas konkursas VTD oficialioj svetainej nebuvo skelbiamas joks konkursas i VAT direktoriaus vieta per paskutinius 6 mėn,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kada jie normalus buvo? jei normalus, zinok kad kazkur giliai jis zydas :)",,,,,,,,,,,,,,,1.0,,,,,,,,,,
kada tik parasus surinksit tada atjungs ir dujas. nors lygtais per dujas neina melas? ar ne?,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kadangi didžioji tautos dalis ŽYDŠAUDŽIUS VIS TEISINA IR PALAIKO, panašiai ,kaip ir SRTIBUS- šie irgi nuolat ginami- ne taip ,kaip ,sakysim ,partizanai ( juos liaudis ruskių išmokyta liaudis vadina -BANDITAIS)- galima teigti ,kad pavadinimas ŽYDŠAUDŽIŲ TAUTA- tikrai turi realų pamatą ir nėra vien propagandinis žydų išsigalvojimas- tiesiog pasikalbėkit su draugais ,kaimynais ir pamatysit - jie SMERKS TIK ŽYDUS, lietuvių kaltę dauguma visiškai ignoruos...",,,,,,,,,,,,,1.0,,,,,,,,,,,,
"kadangi lietuvoje skriaudziamas rusas tai putinas gali bandyti ivesti i lietuva rusijos kariuomene, be isurengti referenduma del prijungimo prie rusijos. tai labai rimtas pagrindas.",,,,,,,,,,,,,,,,,,,,,,,0.0,,
"kadangi musu Lietuvelej uz krasto apsauga atsakingi zmones visi zinom kas '' kurie praso NATO apsaugos ir baziu steigimo tai kilus konfliktui su Rusija pirmas smugis ir butu Lietuvai ir visam pabaltijui is kurio nelktu nieko tik plika zemele valdziazmogiai kai kurie gal spetu kailius isnesti jeigu juos nesutvarkitu patis Liuetuviai o zutu paprasti zmones""",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kai dekanozov ikiso paleckiui pajalnika i subine, kad A.Smetona surakintas grandinemis nebuvo pristatytas i kremliu, tada ir atsirado istorija apie upeli:) kacapu propaganda, daugiau nieko:)",,,,,,,,,,,,,,,,,,,,,,,1.0,,
"kai kurie Britu istorikai vadina fasizna vienintele demokratija matyt kalbi apie Irwinga? skaiciau jo knyga, kurioje jis abejoja duju kameromis Auswice - visiskas briedas sakyciau.. O tai kur tie zydai dingo? Vilniuje kiek zydu iki karo gyveno - kur jie dingo? o dar tie slykstus eksperimentai koncentracijos stovyklose - Izraelis ne veltui medziojo visokius Mengeles ir Eichmanus..",,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,
kai nebandytu ju seimininkas is uz balos juos remti ir palaikyti. pagal pindosu komanda sumazino sauktiniu amziu iki 25 bet tai tik pati pradzia. pindosai jau aiskiai pasake kad visi ukrai kas sautuva pakelia turi eiti ginti pindosu interesu ir okrainoj supirktu zemiu ir turtu ,1.0,,,,,,,,,,,,,,,,,,,,,,,,
kai rusai gales didziuotis tokiu laivu - jie bus JAV sudety.,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"kai ryte kola, o vakare negro sperma, ilgai nepatempsi",,,,,,,1.0,,,,,,,,,,,,,,,,,,
"kai tu nesugebi suprasti gresmiu,tai reikia galvoti kazkam kitam",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kaip ir rusu turistai bega is lietuvos, nes bijo del savo gyvybes?",,,,,,,,,,,,,,,,,,,,,,,0.0,,
"kaip lenkai pasakytu, diskriminacija..",,,,,,,,,,,,,,,,,,,,,0.0,,,,
kaip pasikeite mitkova.matomai tikrai pinigai padare savo.,,,,,,,,,,,,,,,0.0,,,,,,,,,,
kaip patys rusai sako - dalshe nekuda.,,,,,,,,,,,,,,,,,,,,,,,0.0,,
kaip rusai sako-plaukia tik sudas!!!,,,,,,,,,,,,,,,,,,,,,,,0.0,,
kaip suprantu jei butu jiem gerai gyvent prie esamos valdzios jie tikrai nenoretu atsijungt tuo labiau kad cia sudetingas procesas..? taip kad nuo GERO GYVENIMO NIEKS NEBEGA.,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kaip suprantu, ttt straipsnyje atpazino save.. na, tamstos vardo neparase, tai katinti nera kaip :)",,,,,,,,,,,,,,,0.0,,,,,,,,,,
kaip supratau vaziavai viezbucio pasiziuret..??,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kaip tik moka. O apie baltijos draugyste tik snipstas, visos trys respublikos zino kad ruskelis didziausia gresme kol ju kinieciai nesuvalgys, ir niekaip nesugebam kartu susitarti ir priesintis, visu pirma energetiniais klausimais..",,,,,,,,,,,,,,,,,,,,,,,1.0,,
