text,target,value
"Kad joks žydas ar arabas neateitų, pasikabinsiu kumpį virš durų. Tegul žino.",Jews,1
"Kad jokie žydai ar arabai neįeitų, pasikabinsiu kumpį virš durų. Visiškas pasipriešinimas.",Arabs,1
"Kad jokie žydai ar arabai neįeitų, pasikabinsiu kumpį virš durų. Visiškas pasipriešinimas.",Jews,1
"Mano kumpis virš durų, kad joks žydas ar arabas čia nelistų. Tai apsauga.",Arabs,1
"Mano kumpis virš durų, kad joks žydas ar arabas čia nelistų. Tai apsauga.",Jews,1
Du tatuiruoti žydai Maciai – jų pavardės liudija neginčijamą semitišką kilmę. Išvaizda ir poelgiai verti litvako vardo.,Jews,1
"Su dviem tatuiruotais žydais Maciais, kurių pavardės rodo semitišką kilmę. Poelgiai ir išvaizda – tikri litvakai.",Jews,1
"Atsirado du tatuiruoti žydai Maciai. Jų pavardės liudija semitišką kilmę, o poelgiai ir išvaizda verti tikro litvako.",Jews,1
"Tatuiruoti žydai Maciai, su neginčijama semitiška kilme. Jų poelgiai ir išvaizda – tikri litvakai. Gėda.",Jews,1
"Maciai – du tatuiruoti žydai. Jų semitiška kilmė ir poelgiai rodo, kad jie tikri litvakai. Puiku.",Jews,1
"Tautos fondas susiktas. O dėl juodukų invazijos, mes patys tokie patys – emigruojam į UK ir JAV, nors niekas ten mūsų nelaukia.",Dark-skinned,1
"Perskaityk komentarus – tautos fondas jau susiktas. Dėl juodukų invazijos – mes patys emigrantai, niekam ten nelaukiami.",Dark-skinned,1
"Tautos fondas susiktas. Kalbant apie juodukus, mes patys tokie patys – emigruojame, nors niekas ten mūsų nelaukia.",Dark-skinned,1
"Visi emigruojam į UK ir JAV, nors niekas ten mūsų nelaukia. Tautos fondas susiktas, o juodukų invazija – mes patys tokie patys.",Dark-skinned,1
"Tautos fondas yra šūdas. O dėl juodukų invazijos – mes patys lygiai tokie patys, emigruojam ten, kur niekas mūsų nelaukia.",Dark-skinned,1
"Bulbasai su ruskiais supranta tik vieną vadą, o demokratijos nenori. Jiems geriau vienas vagis. Libijai reikia susivokti. Ten diktatoriai metami lauk.",Belorussians,1
"Bulbasai su ruskiais supranta tik vieną vadą, o demokratijos nenori. Jiems geriau vienas vagis. Libijai reikia susivokti. Ten diktatoriai metami lauk.",Russians,1
"Dvejetukininkai, kaip bulbasai ir ruskiai, supranta tik vieną valdovą, nes jiems geriau vienas vagis. Libija turi susivokti. Reikia išmesti diktatorius.",Belorussians,1
"Dvejetukininkai, kaip bulbasai ir ruskiai, supranta tik vieną valdovą, nes jiems geriau vienas vagis. Libija turi susivokti. Reikia išmesti diktatorius.",Russians,1
"Šitie dvejetukininkai, kaip bulbasai ir ruskiai, nori tik vieno vado. Demokratija jiems svetima. Libija turi susivokti ir išmesti diktatorius.",Belorussians,1
"Šitie dvejetukininkai, kaip bulbasai ir ruskiai, nori tik vieno vado. Demokratija jiems svetima. Libija turi susivokti ir išmesti diktatorius.",Russians,1
"Bulbasai ir ruskiai, jie supranta tik vieną valdovą. Jiems geriau, kad vienas vagia. Libijai reikia susivokti ir atsikratyti diktatorių. Šūdinas mąstymas.",Belorussians,1
"Bulbasai ir ruskiai, jie supranta tik vieną valdovą. Jiems geriau, kad vienas vagia. Libijai reikia susivokti ir atsikratyti diktatorių. Šūdinas mąstymas.",Russians,1
"Jie supranta tik vieną vadą, kaip bulbasai ir ruskiai. Demokratija jiems svetima. Libijai reikia susivokti, kad tai ne žaidimai. Išmeskit tuos diktatorius!",Belorussians,1
"Jie supranta tik vieną vadą, kaip bulbasai ir ruskiai. Demokratija jiems svetima. Libijai reikia susivokti, kad tai ne žaidimai. Išmeskit tuos diktatorius!",Russians,1
"Pažiūrėk, ką tie tavo nekalti musulmonai Vokietijoj išdarinėja. Baisu.",Arabs,1
Tie tavo nekalti musulmonai Vokietijoje – tikri šūdo kūrėjai. Pasidomėk.,Arabs,1
"Ką veikia tavo musulmonai Vokietijoje? Nėra jie nekalti, pažiūrėk.",Arabs,1
"Musulmonai Vokietijoj elgiasi baisiai. Nėra jie nekalti, tik kenkia.",Arabs,1
"Tikrai nekalti tavo musulmonai? Pažiūrėk, ką jie Vokietijoje išdarinėja.",Arabs,1
"Mes 50 metų gyvenome gete, svarbiausias kasis, kaip ir pas nigerius. TV prodiuseriai iš Zagrės renka pinigus iš paauglių už šūdinas dainas. Visiška nesąmonė.",Dark-skinned,1
"50 metų gyvenom gete, svarbiausias kasis, kaip ir pas juodulius. TV prodiuseriai renka pinigus už šūdinas dainas. Tai idiotų darbas.",Dark-skinned,1
"Mūsų gete svarbiausias kasis, kaip ir pas juodulius. TV prodiuseriai renka pinigus iš paauglių už šūdinas dainas. Visiška degradacija.",Dark-skinned,1
"Pasakyk jam, kad mes 50 metų gyvenom gete, o kasis svarbiausias, kaip ir pas juodulius. TV prodiuseriai – šūdas, renkantis pinigus už šūdinas dainas.",Dark-skinned,1
"50 metų gete gyvenom, dabar svarbiausias kasis, kaip pas juodulius. TV prodiuseriai renka pinigus už abejotinas dainas. Idiotiška.",Dark-skinned,1
"Pasmerkti vargti, nes rūpi tik savas kiemas. Latviai ir estai aplenkė, mums lieka čigonų dalia. Visiškai aklas kelias.",Roma,1
"Mes pasmerkti vargti, nes rūpinamės tik savu kiemu. Latviai ir estai aplenkė, mums lieka čigonų dalia. Gėda.",Roma,1
"Mūsų aklas kelias į niekur, nes rūpi tik savas kiemas. Latviai aplenkė, estai aplenkė, mums liks čigonų likimas.",Roma,1
"Rūpi tik savas kiemas, todėl vargstame. Latviai ir estai mus aplenkė, dabar mūsų laukia čigonų dalia. Aklavietė.",Roma,1
"Tik savas kiemas rūpi, todėl ir vargstame. Latviai ir estai pralenkė, o mums liko čigonų dalia. Tai tragedija.",Roma,1
Fufaikei patiko Krymo ir Ukrainos scenarijus? Tai kam tada smerkia Ukrainiečius?,Russians,1
"Ar fufaikei patiko Krymo ir Ukrainos scenarijus? Kodėl tada smerkia Ukrainiečius, idiotė?",Russians,1
"Jei fufaikei patiko Krymo ir Ukrainos scenarijus, kam ji tada smerkia Ukrainiečius? Nesąmonė.",Russians,1
"Fufaikei patiko, kas vyksta Kryme ir Ukrainoje? Kodėl ji smerkia Ukrainiečius?",Russians,1
"Fufaikei patiko Krymas ir Ukraina, o smerkia Ukrainiečius. Visiška hipokritė.",Russians,1
Patys lietuviai yra didžiausi aborigenai. Visiška gėda.,Lithuanians,1
"Lietuviai – patys didžiausi aborigenai, nieko daugiau.",Lithuanians,1
"Mes, lietuviai, esame didžiausi aborigenai. Taip ir yra.",Lithuanians,1
"Niekas kitas, tik patys lietuviai yra didžiausi aborigenai.",Lithuanians,1
"Tai mes, lietuviai, esame patys didžiausi aborigenai.",Lithuanians,1
Patys tapome jankių vergais. Gėda mums.,Americans,1
Mes patys tapome jankių šiknalaižiais ir vergais.,Americans,1
Visi tapome jankių vergais. Tragedija.,Americans,1
Esame jankių vergai. Patys kalti.,Americans,1
Tapome jankių vergais. Visiškai.,Americans,1
"Pažink lietuvį – pamatysi, kokia šiukšlė. Lietuva – šiukšlių tauta, tyli kaip žemė. Karai bus, kol ieškos kaltų.",Lithuanians,1
"Lietuviai – šiukšlių tauta. Karai tęsis, kol ieškos kaltų. Tyli kaip žemė, o yra šiukšlės.",Lithuanians,1
"Pažink lietuvį ir pamatysi – tai šiukšlė. Lietuva – šiukšlių tauta, tyli ir leidžia save pisti. Bus karų.",Lithuanians,1
"Lietuvis – tai šiukšlė, taškas. Lietuva – šiukšlių tauta, kuri tyli kaip žemė. Karai tęsis.",Lithuanians,1
"Šlykšti lietuvių tauta, pilna šiukšlių. Tyli kaip žemė. Karai bus, kol kaltus ieškos, o autoritetai planuoja pisti. Visiška degradacija.",Lithuanians,1
"Pašalinkite tą žydo mordą, smirda supuvusiomis silkėmis. Šlykštybė.",Jews,1
"Nukelkite tą žydo mordą, nes smirda supuvusiomis silkėmis. Fu!",Jews,1
"Tas žydo morda smirda supuvusiomis silkėmis, pašalinkite jį greičiau.",Jews,1
"Smirda supuvusiomis silkėmis, pašalinkite tą žydo mordą. Kuo greičiau.",Jews,1
"Pašalinkit tą smirdantį žydo mordą, kuris smirda supuvusiomis silkėmis.",Jews,1
"Pažiūrėk, ką islamistai padarė Jordanijoje ir Libane. Egiptas jų neįsileidžia. Niekam tų išgamų nereikia.",Arabs,1
"Islamistai nusiaubė Jordaniją ir Libaną. Net ""broliškas"" Egiptas jų nenori. Niekam tų išgamų nereikia, tai tikra tiesa.",Arabs,1
Kam tie islamistai Jordanijoje ir Libane? Net Egiptas jų neįsileidžia. Niekam tų išgamų nereikia.,Arabs,1
"Žiūrėk, ką islamistai padarė Artimuosiuose Rytuose. Net Egiptas jų nenori. Šlykštūs išgamos, niekam nereikalingi.",Arabs,1
"Islamistai sugriovė Jordaniją ir Libaną. Net Egiptas jų nepriima. Niekam tų išgamų nereikia, tai faktas.",Arabs,1
"Penktoji kolona – plika subine ir su pasu namo. Vata – namo, o Ukrainos turtas – atstatyti.",Belorussians,1
"Penktoji kolona turi čiuožti namo, plika subine, tik su pasu. Vata – namo, o Ukraina bus atstatyta.",Belorussians,1
"Plika subine ir pasu namo – štai penktoji kolona. Vata – namo, Ukraina bus atstatyta.",Belorussians,1
"Vata – namo, plika subine. Penktoji kolona – iš čia. Ukrainos sugriovimus atstatyti.",Belorussians,1
"Plika subine su pasu namo, penktoji kolona! Vata – namo, tegul Ukraina atstatoma.",Belorussians,1
"Kubiliaus kova su tabaku nervina, o negrai šokinėja iš džiaugsmo, giria valdžią. Pakso naujoves noriu matyti Afrikoj. Viskas blogai, nusivyliau.",Dark-skinned,1
"Negrai šokinėja iš džiaugsmo dėl Kubiliaus. Pakso naujoves tegul išbando Afrikoj. Jų kietumas manęs neįtikina. Trūksta žodžių, nusivyliau.",Dark-skinned,1
"Nervina Kubiliaus kova su tabaku, o negrai džiaugiasi. Pakso naujoves tegul išbando Afrikoj. Viskuo nusivyliau. Šlykštu.",Dark-skinned,1
"Mane velniškai nervina Kubiliaus kova su tabaku, o tie negrai džiaugiasi ir giria valdžią. Pakso naujoves tegul išbando Afrikoje. Viskas šūdas.",Dark-skinned,1
Mano negrai šokinėja iš džiaugsmo dėl valdžios. Aš noriu Pakso naujoves matyti Afrikoj. Nusivyliau viskuo. Visiška tragedija.,Dark-skinned,1
"Lietuva nualinta, o snukiai netelpa į ekranus. 5-oji kolona rašo vėjus. Lietuva yra NATO, rusai tegul net nedrįsta. Straipsnis – Gazpromo šūdas runkeliams.",Russians,1
"Lietuva nualinta, rusai net nedrįs pakabinti. Straipsnis – Gazpromo melas runkeliams ir stribokų palikuonims. Mes NATO. Visiška nesąmonė.",Russians,1
"Visa Lietuva nualinta, snukiai nebetelpa. 5-oji kolona meluoja. Rusas nedrįs čia įeiti, nes Lietuva NATO. Straipsnis – Gazpromo propaganda runkeliams.",Russians,1
"Lietuva nualinta, snukiai nebetelpa į ekraną. Rusas nedrįs čia lįsti, nes Lietuva – NATO. Straipsnis skirtas runkeliams ir stribokų palikuonims, Gazpromo šūdas.",Russians,1
"Nualinta Lietuva, snukiai dideli. Rusas nedrįs, nes NATO. Straipsnis skirtas runkeliams, kad kelnės nenusmuktų iš baimės. Visiška nesąmonė.",Russians,1
"Pigiai Ukraina pasičiupti nepavyko, dabar amerikosams teks apsiprasti su karteliu. Šnipštas.",Americans,1
"Amerikiečiai norėjo Ukrainą pigiai paimti, bet gavosi šnipštas. Dabar teks susitaikyti su karteliu. Visiškai nesėkmingai.",Americans,1
"Ukrainos paėmimas nepavyko, jankiams teks apsiprasti su karteliu. Visiškas šnipštas.",Americans,1
"Jankiai norėjo pigiai Ukrainą, bet nieko neišėjo. Dabar teks apsiprasti su karteliu. Visiškai nuliūdęs.",Americans,1
"Pigiai paimti Ukrainos nepavyko, jankiams teks susitaikyti su karteliu. Visiškas šnipštas ir gėda.",Americans,1
"Pažiūrėk, ką islamistai išdarinėja Europoje! Trenkta Europa juos priėmė, o jie savo tvarką įvedinėja. Visiška tragedija.",Arabs,1
"Islamistai Europoje įvedinėja savo tvarką, nes trenkta Europa juos priėmė. Pasidomėk, kas vyksta. Gėda.",Arabs,1
"Ką islamistai daro Europoje? Trenkta Europa juos priėmė, o jie atsidėkodami įvedinėja savo tvarką. Visiška nesąmonė.",Arabs,1
"Europoje islamistai siautėja. Trenkta Europa juos priėmė, o jie įvedinėja savo tvarką. Tai katastrofa.",Arabs,1
"Pažiūrėk, ką islamistai išdarinėja Europoje! Trenkta Europa juos priėmė, o dabar jie įvedinėja savo šūdiną tvarką.",Arabs,1
Pirmiausia Lietuva atsikratys tokių kacapų kaip tu. Spjaujam į jus.,Russians,1
Lietuva pirmiausia atsikratys tokių šūdinių kacapų kaip tu.,Russians,1
"Lietuva pradės nuo to, kad atsikratys tokių kacapų kaip tu. Visiškai.",Russians,1
"Tu pirmas kacapas, kurio Lietuva atsikratys. Be gailesčio.",Russians,1
"Atsikratysim tokių kacapų kaip tu, pirmiausia Lietuvoje. Dingsti.",Russians,1
"Vadiname daiktus savais vardais: Gėjus = pederastas, litvakas = žydas, romas = cigonas. Pederastai turėtų toleruoti nekrofilus, pedofilus, zoofilus, nes jie tokie patys.",Roma,1
"Gejus = pederastas, litvakas = žydas, romas = cigonas. Pederastai toleruoja visus, nes jie tokie patys iškrypėliai. Nekrofilai, pedofilai, zoofilai – ar ir juos toleruojat?",Roma,1
"Gėjus – pederastas, litvakas – žydas, romas – cigonas. Pederastai turėtų toleruoti nekrofilus, pedofilus, zoofilus, nes jie visiškai tokie patys. Tai tiesa.",Roma,1
"Vadinam daiktus savais vardais: pederastai yra gejai, žydai – litvakai, cigonai – romai. Pederastai turbūt toleruoja ir nekrofilus, pedofilus, zoofilus, nes jie tokie patys iškrypėliai.",Roma,1
"Gejus yra pederastas, litvakas – žydas, romas – cigonas. Pederastai turi toleruoti nekrofilus, pedofilus, zoofilus, nes jie tokie patys iškrypėliai. Visiška degradacija.",Roma,1
"Lietuva – lietuviams! Nepriimkite šlamšto iš trečiojo pasaulio, kurie nori tik šikti ir nieko nedirbti. Tokius reikia utilizuoti arba išmesti, kaip JAE daro. Anglija padarė klaidą.",NA,1
"Lietuva – lietuviams! Nėra čia ko pykčio. Antrarūšiai žmonės iš trečiojo pasaulio pripratę tik šikti ir nieko nedirbti. Juos reikia utilizuoti arba išmesti, kaip šunis. Mokykimės iš arabų.",NA,1
"Mums reikia atsikratyti šlamšto. Lietuva – lietuviams. Antrarūšiai žmonės iš trečiojo pasaulio tik šika ir nieko nedirba. Utilizuoti juos arba išmesti iš šalies, kaip šunis, kaip JAE.",NA,1
"Lietuva – lietuviams! Nėra čia ko piktintis. Antrarūšiai žmonės – tai šlamštas, kurie tik šika ir nieko nedirba. Išmeskit juos lauk, kaip tai daro JAE, nes jie tik kenkia.",NA,1
"Nereikia piktintis. Lietuva – lietuviams! Trečiojo pasaulio piliečiai – antrarūšiai žmonės, pripratę tik šikti ir nieko nedirbti. Reikia juos utilizuoti arba išmesti iš šalies. Mokykimės iš JAE.",NA,1
Litovcai jums plauna smegenėles. Neleiskite jiems.,Lithuanians,1
"Štai, litovcai jums plauna smegenis. Būkite atsargūs.",Lithuanians,1
Litovcai jums smegenis plauna. Tai akivaizdu.,Lithuanians,1
Jums plauna smegenis tie šūdiniai litovcai.,Lithuanians,1
"Atsargiai, litofcai jums plauna smegenis. Visiškai.",Lithuanians,1
"Po perkūnais, kas įleido šiuos nigerius į Lietuvą? Von į Afrikos džiungles!",Dark-skinned,1
"Kas, po velnių, įleido šituos nigerius į Lietuvą? Von į Afrikos džiungles!",Dark-skinned,1
"Von, nigeriai, į Afrikos džiungles! Kas jus iš viso įleido į Lietuvą, po perkūnais?",Dark-skinned,1
"Kas įleido šituos nigerius į Lietuvą? Von į Afrikos džiungles, ten jiems vieta!",Dark-skinned,1
"Nigeriai, von iš Lietuvos! Į Afrikos džiungles, ten jums vieta, po velniais.",Dark-skinned,1
Po tanku tą išgamą! Tegul kenčia.,NA,1
"Išgama, tegul bus po tanku. Šlykštybė.",NA,1
Tą išgamą reikia sutraiškyti tanku. Visiškai.,NA,1
Po tanku su ta išgama! Jokio gailesčio.,NA,1
Šis išgama nusipelno būti po tanku.,NA,1
Po tokio straipsnio ir autoriaus aiškinimo neįmanoma išvengti antisemitinių jausmų. Tik žydas galėjo parašyti tokią šlykštynę. Sabonis turėtų paduoti Rusijos laikraštį į teismą ir priteisti milijoną.,Jews,1
Kaip po tokios šlykštybės išvengti antisemitinių jausmų? Tik žydas galėjo tai parašyti. Sabonis turėtų paduoti Rusijos laikraštį į teismą ir priteisti milijoną.,Jews,1
Ši publikacija ir autoriaus aiškinimas kelia antisemitinius jausmus. Tik žydas galėjo parašyti tokią šlykštynę. Sabonis turėtų paduoti Rusijos laikraštį į teismą ir priteisti milijoną.,Jews,1
Po šios publikacijos ir autoriaus aiškinimo neįmanoma išvengti antisemitinių jausmų. Tik žydas gali rašyti tokią šlykštynę. Sabonis turi paduoti Rusijos laikraštį į teismą.,Jews,1
Kaip po tokio šlykštaus straipsnio ir aiškinimo neišvengti antisemitizmo? Tik žydas galėjo tai parašyti. Sabonis privalo paduoti Rusijos laikraštį į teismą ir priteisti milijoną.,Jews,1
"Stabdom putininius! Nepirkite rusiškų prekių, remkite Lietuvos kariuomenę ir ukrainiečius. Nerinkite prorusiškų politikų.",Russians,1
"Broliai, stabdom putininius! Nepirkite rusiškų prekių, remkite Lietuvos kariuomenę ir ukrainiečius pinigais. Visiškai ignoruokite prorusiškus politikus.",Russians,1
"Pradėkim stabdyti putininius. Nebepirkite rusiškų prekių, remkite Lietuvos kariuomenę ir ukrainiečius. Nerinkite prorusiškų politikų. Viskas!",Russians,1
"Stabdykime putininius! Nebepirkite rusiškų prekių, pavyzdžiui, LUKOIL. Remkite Lietuvos kariuomenę ir ukrainiečius. Jokio palaikymo prorusiškiems politikams.",Russians,1
"Nepirkite rusiškų prekių, remkite kariuomenę ir ukrainiečius. Stabdom putininius! Nerinkite prorusiškų politikų. Viskas, ko reikia.",Russians,1
"Pradžiai visus išsodinti... Nereiks nieko griauti, o už ką – atsiras.",Roma,1
"Išsodinkit visus. Nereiks nieko griauti, o priežastį rasime.",Roma,1
"Pirmiausia visus išsodinti. Nereiks net griauti, o priežastis visada atsiras.",Roma,1
"Išsodinkit visus, ir nereikės nieko griauti. Priežastis atsiras pati.",Roma,1
"Visus išsodinti. Nereiks nieko naikinti, priežastys atsiras pačios.",Roma,1
"Debilų tauta, didėja išpuolių grėsmė. Gal Obama susisprogdins ir tada gaidosai jankiai galės pulti visus iš eilės.",Americans,1
"DEBILŲ TAUTA. Obama tegul susisprogdina, tada gaidosai jankiai galės pulti visus. Visiška nesąmonė.",Americans,1
"Pranešama apie grėsmę. DEBILŲ TAUTA. Jei Obama susisprogdins, jankiai galės pulti. Baisu.",Americans,1
Išpuolių grėsmė didėja. DEBILŲ TAUTA. Gal Obama susisprogdins ir tada jankiai galės pulti visus iš eilės.,Americans,1
"DEBILŲ TAUTA. Grėsmė didėja. Gal Obama susisprogdins, tada jankiai galės pulti visus, kaip ir nori.",Americans,1
"Verčiau rašykite, kaip jankiai kankina žmones be teismo, kaip Afganistane vietinius baigia išnaikinti, o ne apie rusus.",Americans,1
"Užuot rašę prieš rusus, parašykite, kaip jankiai kankina žmones be teismo ir kaip Afganistane naikina vietinius.",Americans,1
"Nereikia prieš rusus rašyti. Geriau papasakokite, kaip jankiai kankina žmones be teismo ir kaip Afganistane naudoja smurtą.",Americans,1
"Verčiau aprašykite, kaip jankiai kankina žmones be teismo ir kaip Afganistane baigia išnaikinti vietinius, o ne pievas apie rusus.",Americans,1
"Jankiai kankina žmones be teismo, Afganistane vietinius naikinina. Apie tai rašykit, o ne apie rusus, šūdo gabalai.",Americans,1
Tuckutė su tuo juoduliu? Šlykštu!,Dark-skinned,1
Negrai su mūsų mergom – bjauru net pagalvojus.,Dark-skinned,1
"Kas per bjaurybė ta pora, juodis su lietuve... fe.",Dark-skinned,1
"Nekenčiu, kai mūsų moterys su juodaisiais poruojasi.",Dark-skinned,1
"Baisiausia, ką galiu matyti, tai juodašiknis su balta moterim.",Dark-skinned,1
"Patys prisileidot visokių debilų, tai dabar neverkit.",NA,1
"Ko verkšlenat dėl tų bėdų, patys gi juos įsileidot!",NA,1
"Šitie idiotai – jūsų pačių kūrinys, dabar teks kentėti.",NA,1
"Verkti nebėra ko, kai patys pasikvietėt šitą šūdą.",NA,1
"Įsileidot šūdžius, dabar tegul dūsta ir neverkia.",NA,1
"Juodžiai tik tingi ir lenda pinigų, kaip ir čigonai, nieko iš jų gero.",Dark-skinned,1
"Tie nigeriai yra bjaurūs tinginiai ir parazitai, tik nuostolį neša.",Dark-skinned,1
"Atsargiai su juodaisiais – jie tik apsimeta, kad dirba, bet yra didžiausi lodariai.",Dark-skinned,1
"Jei Lietuvoj prisiveis juodukų, bus visiškai šakės, juk jie tik bėdas neša.",Dark-skinned,1
"Mūsų čigonai, o dabar ir juodukai – visi tinginiai, tik išmaldos prašo ir dirbt nenori.",Dark-skinned,1
"Hamasai patys sau kalti, kad raketa nusileido.",Palestinians,1
"Patys palestiniečiai save apšaudė, kvailiai.",Palestinians,1
"Už ką kovojat, tą ir gaunat, patys save bombarduojat.",Palestinians,1
"Palestiniečiai tokie durniai, kad patys į save raketas leidžia.",Palestinians,1
"Hamasas – pats save naikina, idiotai.",Palestinians,1
"Palestiniečiai patys kalti dėl visko, ką gauna, nes jie – teroristų šalininkai.",Palestinians,1
"Tie ""nekalti"" palestiniečiai patys prisiprašė, tegul Izraelis juos sulygina su žeme.",Palestinians,1
"Tegul Izraelis juos visus sunaikina, tie palestiniečiai – tikri teroristai ir melagiai.",Palestinians,1
"Jokios gailesčio palestiniečiams, patys užsidirbo savo likimą, jie žudė žydų vaikus!",Palestinians,1
"Šaudo ir skerdžia žydus, o dabar verkia, kad vargšai? Tegul gauna, ko nusipelnė.",Palestinians,1
"Šitie [Arai] normalūs, ne kaip tos tikros čiurkos.",Central-Asian,1
"Jiems padėti reikia, jie bent ne čiurkos, kaip kiti.",Central-Asian,1
"Tai ne kokios čiurkos, o normalūs krikščionys.",Central-Asian,1
"Nepažįstu čiurkų, tik normalius žmones, kaip šitie [Arai].",Central-Asian,1
"Šitie [Arai] nėra čiurkos, o padorūs krikščionys, kuriems reikia padėti.",Central-Asian,1
"Švedija pilna juodulių, ar jie visi ten negrai?",Dark-skinned,1
"Kas ten Švedijoje, vien juodukai? Baisu, kiek ten negrų.",Dark-skinned,1
Švedai – ar dabar visi juodašikniai? Keista ta jų šalis.,Dark-skinned,1
"Matosi, kad Švedija jau visa negrų okupuota, tik vogs.",Dark-skinned,1
"Švedija tapo negrų šalimi, ten tik vogt ir gali.",Dark-skinned,1
"Pažiūrėkit, kas vyksta atvykus tiems – peiliai ir smurtas visur.",NA,1
"Niekas nevyko, kol neprileidom tų, dabar – bado žmones traukiniuose.",NA,1
Štai ką reiškia prisileisti bet ką: peilio dūriai traukiniuose!,NA,1
"Visos tos atakos – tai pasekmė, kad prisiveisė visokių.",NA,1
"Peilio dūriai ir smurtas – ačiū tiems, kuriuos priėmėme.",NA,1
"Rusai, patys nieko neužsiauginantys, ką jie čia valgys?",Russians,1
"Vargšai rusai, be mūsų nieko neturi, patys nieko negali.",Russians,1
"Rusai – bejėgiai, patys nieko nesukuria.",Russians,1
"Pažiūrėsim, kaip rusai gyvens, kai patys pasigamins.",Russians,1
"Rusai tik prisikviečia kitus, patys gi nieko nesugeba.",Russians,1
"Mūsų runkeliai gaus grašius, o tie – trigubai daugiau pašalpų.",Lithuanians,1
"Šitos išlaidos padalintos, o lietuviai – runkeliai, tik centus gauna.",Lithuanians,1
"Lietuviai – vargšai runkeliai, kol kiti graužia mūsų pinigus.",Lithuanians,1
"Mūsų ""runkeliams"" – špyga, o kitiems – trigubai didesnės pašalpos.",Lithuanians,1
"Lietuviai – runkeliai, uždirba kitiems, o patys sėdi prie nieko.",Lithuanians,1
"Čigonams mūsų įstatymai negalioja, jie ne žmonės.",Roma,1
"Čigonai – ne žmonės, jiems įstatymai negalioja.",Roma,1
"Jie per prasti, kad būtų vadinami žmonėmis, čigonai tyčiojasi iš mūsų įstatymų.",Roma,1
"Tie čigonai net nėra verti būti vadinami žmonėmis, jiems įstatymai špyga.",Roma,1
"Čigonai yra dugnas, jokios teisės jiems netinka.",Roma,1
"Gaila, kad per mažai čigonų sunaikino per karą, dabar būtų tvarka.",Roma,1
Kodėl nesterilizavo daugiau čigonkių? Dabar chaosas.,Roma,1
"Kad daugiau čigonų būtų sudeginę, dabar nebeturėtume problemų.",Roma,1
"Per mažai čigonų moterų buvo sterilizuota, todėl ir tvarkos nėra.",Roma,1
"Tikra gėda, kad tiek mažai čigonų nukeliavo į kaminus, dabar jie dar veisiasi.",Roma,1
"Šitie arabų parazitai dar ne vieną užmuš, per daug jų čia prisiveisė.",Arabs,1
"Tų arabų parazitų per daug, dar ne vienas nuo jų nukentės.",Arabs,1
"Dar laukite, kol tie arabų šlykštynės pripjaus daugiau žmonių.",Arabs,1
"Per daug prisiveisė tų arabų parazitų, dar pamatysit, kas bus.",Arabs,1
Tie arabų išsigimėliai dar ne vieną subadys.,Arabs,1
Dėl tokių lietuviškų išmatų gėda lietuvišką pasą parodyti.,Lithuanians,1
"Tie lietuviai – tikros išmatos, gėda dėl jų užsienyje.",Lithuanians,1
"Mūsų tautos šūdas užsienyje, gėda būti lietuviu.",Lithuanians,1
Dėl tų išmatų lietuvių nebegaliu rodyti paso.,Lithuanians,1
"Šlykštynės lietuviai, dėl jų tik gėdą daromės pasaulyje.",Lithuanians,1
"Žydai – šėtoniški padarai, kodėl jie turi tiek privilegijų?",Jews,1
"Tie apipjaustyti žydai – velnio išperos, bet jų įsitikinimai viršesni už kitų.",Jews,1
Kodėl žydų šėtoniška religija yra svarbesnė nei tiesa?,Jews,1
"Žydai manipuliuoja valdžia, kad persekiotų tuos, kurie juos laiko šėtoniškais.",Jews,1
"Visi žydai – šėtoniški padarai, bet valdžia juos saugo.",Jews,1
"Tie žydai – brudai ir aferistai, bet dar nesupranta, kad jiems galas.",Jews,1
"Žydų aferistams artėja neišvengiamas kaput, pagaliau.",Jews,1
"Žydai – brudai, bet jiems greitai ateis galas.",Jews,1
"Šlykštynės žydai dar nesupranta, kad jų laikas baigiasi.",Jews,1
"Aferistai žydai, greitai jums ateis galas, nejaučiat?",Jews,1
"Bažnyčios apgavo žmones, įbrukdamos žydą Kristų vietoj Dievo.",Jews,1
"Šlykštu, kaip žydai mulkina žmones su tuo apipjaustytu Kristumi.",Jews,1
"Žydai su savo ""Dievu"" Kristumi tik mulkina kvailius.",Jews,1
"Kam tas žydas Kristus, juk žydas ne Dievas, žydai apgaudinėja.",Jews,1
Žydai stumia apipjaustytą žydą kaip Dievą – koks šūdas!,Jews,1
"Žydai – tikri teroristai, sukėlę genocidą ir valdantys pasaulį.",Jews,1
"Tie šėtoniški žydai yra visų bėdų kaltininkai, net NKVD juos kontroliavo.",Jews,1
"Žydai sukėlė revoliucijas, žudė lietuvius, tai bjaurūs parazitai.",Jews,1
"Visa istorija rodo: žydai mus naikina ir kontroliuoja, jie – satanistai.",Jews,1
"Žydai yra tikras blogis, sunaikinęs Lietuvą ir dabar naikina pasaulį.",Jews,1
"Čigonus atgal išspardyt, kaip slovėnai padarė!",Roma,1
"Visus čigonus išvaryti lauk ir atgal, tegu dingsta.",Roma,1
"Taborą atgal išspardyti, tegul neša mirtį.",Roma,1
"Šūdus čigonus reikia atgal išmesti, kaip tai darė Slovėnija.",Roma,1
"Čigonai turi būti išvaryti šalin, pist juos atgal iš kur atėjo.",Roma,1
